PrijsID	Prijs	LiteratuurpleinURL	LiteratuurpleinArchiefURL	ArchiefURLStatusCheck-17122019	
13	F. Bordewijk-prijs	https://www.literatuurplein.nl/detail/literaireprijs/f-bordewijk-prijs/13	http://web.archive.org/web/20191129105428/https://www.literatuurplein.nl/detail/literaireprijs/f-bordewijk-prijs/13	200	Klik
14	J. Greshoff-prijs	https://literatuurplein.nl/detail/literaireprijs/j-greshoff-prijs/14	http://web.archive.org/web/20191126211123/https://literatuurplein.nl/detail/literaireprijs/j-greshoff-prijs/14	200	Klik
15	G.H.’s-Gravesande-prijs	https://literatuurplein.nl/detail/literaireprijs/g-h-s-gravesande-prijs/15	http://web.archive.org/web/20191126210904/https://literatuurplein.nl/detail/literaireprijs/g-h-s-gravesande-prijs/15	200	Klik
16	Nienke van Hichtum-prijs	https://literatuurplein.nl/detail/literaireprijs/nienke-van-hichtum-prijs/16	http://web.archive.org/web/20191126211438/https://literatuurplein.nl/detail/literaireprijs/nienke-van-hichtum-prijs/16	200	Klik
16	Nienke van Hichtum-prijs	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=16	http://web.archive.org/web/20191129213343/https://www.literatuurplein.nl/litprijs?litPrijsId=16	200	Klik
17	Vijverbergprijs	https://literatuurplein.nl/detail/literaireprijs/vijverbergprijs/17	http://web.archive.org/web/20191126211649/https://literatuurplein.nl/detail/literaireprijs/vijverbergprijs/17	200	Klik
17	Vijverbergprijs	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=17	http://web.archive.org/web/20191129213350/https://www.literatuurplein.nl/litprijs?litPrijsId=17	200	Klik
17	Vijverbergprijs	https://www.literatuurplein.nl/detail/literaireprijs/vijverberg-prijs/17	http://web.archive.org/web/20191129105716/https://www.literatuurplein.nl/detail/literaireprijs/vijverberg-prijs/17	200	Klik
18	Bijzondere prijs van de Jan Campert-stichting	https://literatuurplein.nl/detail/literaireprijs/bijzondere-prijs-van-de-jan-campert-stichting/18	http://web.archive.org/web/20191126210514/https://literatuurplein.nl/detail/literaireprijs/bijzondere-prijs-van-de-jan-campert-stichting/18	200	Klik
19	BookSpot Gouden Strop	https://literatuurplein.nl/detail/literaireprijs/bookspot-gouden-strop/19	http://web.archive.org/web/20191126210603/https://literatuurplein.nl/detail/literaireprijs/bookspot-gouden-strop/19	200	Klik
19	BookSpot Gouden Strop	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=19	http://web.archive.org/web/20191129213357/https://www.literatuurplein.nl/litprijs?litPrijsId=19	200	Klik
19	BookSpot Gouden Strop	https://www.literatuurplein.nl/detail/literaireprijs/bookspot-gouden-strop/19	http://web.archive.org/web/20191129105327/https://www.literatuurplein.nl/detail/literaireprijs/bookspot-gouden-strop/19	200	Klik
19	BookSpot Gouden Strop	https://www.literatuurplein.nl/detail/literaireprijs/gouden-strop/19	http://web.archive.org/web/20191129105510/https://www.literatuurplein.nl/detail/literaireprijs/gouden-strop/19	200	Klik
20	Prijs der Nederlandse Letteren	https://literatuurplein.nl/detail/literaireprijs/prijs-der-nederlandse-letteren/20	http://web.archive.org/web/20191126211535/https://literatuurplein.nl/detail/literaireprijs/prijs-der-nederlandse-letteren/20	200	Klik
20	Prijs der Nederlandse Letteren	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=20	http://web.archive.org/web/20191129213410/https://www.literatuurplein.nl/litprijs?litPrijsId=20	200	Klik
20	Prijs der Nederlandse Letteren	https://www.literatuurplein.nl/detail/literaireprijs/prijs-der-nederlandse-letteren/20	http://web.archive.org/web/20191129105655/https://www.literatuurplein.nl/detail/literaireprijs/prijs-der-nederlandse-letteren/20	200	Klik
21	Prijs voor Vlaams-Nederlandse Culturele Samenwerking	https://literatuurplein.nl/detail/literaireprijs/prijs-voor-vlaams-nederlandse-culturele-samenwerking/21	http://web.archive.org/web/20191126211559/https://literatuurplein.nl/detail/literaireprijs/prijs-voor-vlaams-nederlandse-culturele-samenwerking/21	200	Klik
21	Prijs voor Vlaams-Nederlandse Culturele Samenwerking	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=21	http://web.archive.org/web/20191129213417/https://www.literatuurplein.nl/litprijs?litPrijsId=21	200	Klik
22	Anna Bijns Prijs	https://literatuurplein.nl/detail/literaireprijs/anna-bijns-prijs/22	http://web.archive.org/web/20191126210409/https://literatuurplein.nl/detail/literaireprijs/anna-bijns-prijs/22	200	Klik
22	Anna Bijns Prijs	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=22	http://web.archive.org/web/20191129213427/https://www.literatuurplein.nl/litprijs?litPrijsId=22	200	Klik
23	Gouden Ganzenveer	https://literatuurplein.nl/detail/literaireprijs/gouden-ganzenveer/23	http://web.archive.org/web/20191126210934/https://literatuurplein.nl/detail/literaireprijs/gouden-ganzenveer/23	200	Klik
23	Gouden Ganzenveer	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=23	http://web.archive.org/web/20191129213434/https://www.literatuurplein.nl/litprijs?litPrijsId=23	200	Klik
24	Woutertje Pieterse Prijs	https://literatuurplein.nl/detail/literaireprijs/woutertje-pieterse-prijs/24	http://web.archive.org/web/20191126211701/https://literatuurplein.nl/detail/literaireprijs/woutertje-pieterse-prijs/24	200	Klik
24	Woutertje Pieterse Prijs	https://www.literatuurplein.nl/detail/literaireprijs/woutertje-pieterse-prijs/24	http://web.archive.org/web/20191129105729/https://www.literatuurplein.nl/detail/literaireprijs/woutertje-pieterse-prijs/24	200	Klik
25	Lucy B. en C.W. van der Hoogt-prijs	https://literatuurplein.nl/detail/literaireprijs/lucy-b-en-c-w-van-der-hoogt-prijs/25	http://web.archive.org/web/20191126211331/https://literatuurplein.nl/detail/literaireprijs/lucy-b-en-c-w-van-der-hoogt-prijs/25	200	Klik
25	Lucy B. en C.W. van der Hoogt-prijs	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=25	http://web.archive.org/web/20191129213440/https://www.literatuurplein.nl/litprijs?litPrijsId=25	200	Klik
25	Lucy B. en C.W. van der Hoogt-prijs	https://www.literatuurplein.nl/detail/literaireprijs/lucy-b-en-c-w-van-der-hoogt-prijs/25	http://web.archive.org/web/20191129105618/https://www.literatuurplein.nl/detail/literaireprijs/lucy-b-en-c-w-van-der-hoogt-prijs/25	200	Klik
26	C.W. van der Hoogt-prijs	https://literatuurplein.nl/detail/literaireprijs/c-w-van-der-hoogt-prijs/26	http://web.archive.org/web/20191126210718/https://literatuurplein.nl/detail/literaireprijs/c-w-van-der-hoogt-prijs/26	200	Klik
26	C.W. van der Hoogt-prijs	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=26	http://web.archive.org/web/20191129213447/https://www.literatuurplein.nl/litprijs?litPrijsId=26	200	Klik
26	C.W. van der Hoogt-prijs	https://www.literatuurplein.nl/detail/literaireprijs/c-w-van-der-hoogt-prijs/26	http://web.archive.org/web/20191129105358/https://www.literatuurplein.nl/detail/literaireprijs/c-w-van-der-hoogt-prijs/26	200	Klik
27	Haagsche Post-prijs	https://literatuurplein.nl/detail/literaireprijs/haagsche-post-prijs/27	http://web.archive.org/web/20191126211014/https://literatuurplein.nl/detail/literaireprijs/haagsche-post-prijs/27	200	Klik
28	Frans Kellendonk-prijs	https://literatuurplein.nl/detail/literaireprijs/frans-kellendonk-prijs/28	http://web.archive.org/web/20191126210858/https://literatuurplein.nl/detail/literaireprijs/frans-kellendonk-prijs/28	200	Klik
29	Prijs voor Meesterschap	https://literatuurplein.nl/detail/literaireprijs/prijs-voor-meesterschap/29	http://web.archive.org/web/20191126211553/https://literatuurplein.nl/detail/literaireprijs/prijs-voor-meesterschap/29	200	Klik
30	Henriëtte Roland Holst-prijs	https://literatuurplein.nl/detail/literaireprijs/henriette-roland-holst-prijs/30	http://web.archive.org/web/20191126211039/https://literatuurplein.nl/detail/literaireprijs/henriette-roland-holst-prijs/30	200	Klik
31	Henriëtte de Beaufort-prijs	https://literatuurplein.nl/detail/literaireprijs/henriette-de-beaufort-prijs/31	http://web.archive.org/web/20191126211033/https://literatuurplein.nl/detail/literaireprijs/henriette-de-beaufort-prijs/31	200	Klik
32	Dr. Wijnaendts Francken-prijs	https://literatuurplein.nl/detail/literaireprijs/dr-wijnaendts-francken-prijs/32	http://web.archive.org/web/20191126210814/https://literatuurplein.nl/detail/literaireprijs/dr-wijnaendts-francken-prijs/32	200	Klik
33	C. Louis Leipoldt-prijs	https://literatuurplein.nl/detail/literaireprijs/c-louis-leipoldt-prijs/33	http://web.archive.org/web/20191126210659/https://literatuurplein.nl/detail/literaireprijs/c-louis-leipoldt-prijs/33	200	Klik
34	C. Buddingh'-prijs voor Nieuwe Nederlandstalige Poëzie	https://literatuurplein.nl/detail/literaireprijs/c-buddingh-prijs-voor-nieuwe-nederlandstalige-poezie/34	http://web.archive.org/web/20191126210653/https://literatuurplein.nl/detail/literaireprijs/c-buddingh-prijs-voor-nieuwe-nederlandstalige-poezie/34	200	Klik
34	C. Buddingh'-prijs voor Nieuwe Nederlandstalige Poëzie	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=34	http://web.archive.org/web/20191129213502/https://www.literatuurplein.nl/litprijs?litPrijsId=34	200	Klik
34	C. Buddingh'-prijs voor Nieuwe Nederlandstalige Poëzie	https://www.literatuurplein.nl/detail/literaireprijs/c-buddingh-prijs-voor-nieuwe-nederlandstalige-poezie/34	http://web.archive.org/web/20191129105346/https://www.literatuurplein.nl/detail/literaireprijs/c-buddingh-prijs-voor-nieuwe-nederlandstalige-poezie/34	200	Klik
35	OPZIJ Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/opzij-literatuurprijs/35	http://web.archive.org/web/20191126211510/https://literatuurplein.nl/detail/literaireprijs/opzij-literatuurprijs/35	200	Klik
36	Anton Wachterprijs	https://literatuurplein.nl/detail/literaireprijs/anton-wachterprijs/36	http://web.archive.org/web/20191126210428/https://literatuurplein.nl/detail/literaireprijs/anton-wachterprijs/36	200	Klik
36	Anton Wachterprijs	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=36	http://web.archive.org/web/20191129213509/https://www.literatuurplein.nl/litprijs?litPrijsId=36	200	Klik
36	Anton Wachterprijs	https://www.literatuurplein.nl/detail/literaireprijs/anton-wachterprijs/36	http://web.archive.org/web/20191129105245/https://www.literatuurplein.nl/detail/literaireprijs/anton-wachterprijs/36	200	Klik
37	BookSpot Schaduwprijs	https://literatuurplein.nl/detail/literaireprijs/bookspot-schaduwprijs/37	http://web.archive.org/web/20191126210632/https://literatuurplein.nl/detail/literaireprijs/bookspot-schaduwprijs/37	200	Klik
37	BookSpot Schaduwprijs	https://www.literatuurplein.nl/detail/literaireprijs/bookspot-schaduwprijs/37	http://web.archive.org/web/20191129105339/https://www.literatuurplein.nl/detail/literaireprijs/bookspot-schaduwprijs/37	200	Klik
38	Ida Gerhardt Poëzieprijs	https://literatuurplein.nl/detail/literaireprijs/ida-gerhardt-poezieprijs/38	http://web.archive.org/web/20191126211110/https://literatuurplein.nl/detail/literaireprijs/ida-gerhardt-poezieprijs/38	200	Klik
39	Zeeuwse Boekenprijs	https://literatuurplein.nl/detail/literaireprijs/zeeuwse-boekenprijs/39	http://web.archive.org/web/20191126211707/https://literatuurplein.nl/detail/literaireprijs/zeeuwse-boekenprijs/39	200	Klik
39	Zeeuwse Boekenprijs	https://www.literatuurplein.nl/detail/literaireprijs/zeeuwse-boekenprijs/39	http://web.archive.org/web/20191129105735/https://www.literatuurplein.nl/detail/literaireprijs/zeeuwse-boekenprijs/39	200	Klik
40	NS Publieksprijs	https://literatuurplein.nl/detail/literaireprijs/ns-publieksprijs/40	http://web.archive.org/web/20191126211504/https://literatuurplein.nl/detail/literaireprijs/ns-publieksprijs/40	200	Klik
40	NS Publieksprijs	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=40	http://web.archive.org/web/20191129213523/https://www.literatuurplein.nl/litprijs?litPrijsId=40	200	Klik
40	NS Publieksprijs	https://www.literatuurplein.nl/detail/literaireprijs/ns-publieksprijs/40	http://web.archive.org/web/20191129105642/https://www.literatuurplein.nl/detail/literaireprijs/ns-publieksprijs/40	200	Klik
41	Gouden Griffel	https://literatuurplein.nl/detail/literaireprijs/gouden-griffel/41	http://web.archive.org/web/20191126211002/https://literatuurplein.nl/detail/literaireprijs/gouden-griffel/41	200	Klik
41	Gouden Griffel	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=41	http://web.archive.org/web/20191129213530/https://www.literatuurplein.nl/litprijs?litPrijsId=41	200	Klik
41	Gouden Griffel	https://www.literatuurplein.nl/detail/literaireprijs/gouden-griffel/41	http://web.archive.org/web/20191129105458/https://www.literatuurplein.nl/detail/literaireprijs/gouden-griffel/41	200	Klik
42	Nederlandse Kinderjury	https://literatuurplein.nl/detail/literaireprijs/nederlandse-kinderjury/42	http://web.archive.org/web/20191126211420/https://literatuurplein.nl/detail/literaireprijs/nederlandse-kinderjury/42	200	Klik
42	Nederlandse Kinderjury	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=42	http://web.archive.org/web/20191129213539/https://www.literatuurplein.nl/litprijs?litPrijsId=42	200	Klik
42	Nederlandse Kinderjury	https://www.literatuurplein.nl/detail/literaireprijs/nederlandse-kinderjury/42	http://web.archive.org/web/20191129105630/https://www.literatuurplein.nl/detail/literaireprijs/nederlandse-kinderjury/42	200	Klik
43	Hotze de Roos-prijs	https://literatuurplein.nl/detail/literaireprijs/hotze-de-roos-prijs/43	http://web.archive.org/web/20191126211104/https://literatuurplein.nl/detail/literaireprijs/hotze-de-roos-prijs/43	200	Klik
44	Gouden Penseel	https://literatuurplein.nl/detail/literaireprijs/gouden-penseel/44	http://web.archive.org/web/20191126211522/https://literatuurplein.nl/detail/literaireprijs/gouden-penseel/44	200	Klik
44	Gouden Penseel	https://www.literatuurplein.nl/detail/literaireprijs/gouden-penseel/44	http://web.archive.org/web/20191129105504/https://www.literatuurplein.nl/detail/literaireprijs/gouden-penseel/44	200	Klik
45	Martinus Nijhoff-prijs	https://literatuurplein.nl/detail/literaireprijs/martinus-nijhoff-prijs/45	http://web.archive.org/web/20191126211343/https://literatuurplein.nl/detail/literaireprijs/martinus-nijhoff-prijs/45	200	Klik
46	Annie Romeinprijs	https://literatuurplein.nl/detail/literaireprijs/annie-romeinprijs/46	http://web.archive.org/web/20191126210421/https://literatuurplein.nl/detail/literaireprijs/annie-romeinprijs/46	200	Klik
46	Annie Romeinprijs	https://www.literatuurplein.nl/detail/literaireprijs/annie-romeinprijs/46	http://web.archive.org/web/20191129105239/https://www.literatuurplein.nl/detail/literaireprijs/annie-romeinprijs/46	200	Klik
47	Busken Huet-prijs	https://literatuurplein.nl/detail/literaireprijs/busken-huet-prijs/47	http://web.archive.org/web/20191126210645/https://literatuurplein.nl/detail/literaireprijs/busken-huet-prijs/47	200	Klik
48	Prijs van de Jonge Jury	https://literatuurplein.nl/detail/literaireprijs/prijs-van-de-jonge-jury/48	http://web.archive.org/web/20191126211541/https://literatuurplein.nl/detail/literaireprijs/prijs-van-de-jonge-jury/48	200	Klik
49	Multatuli-prijs	https://literatuurplein.nl/detail/literaireprijs/multatuli-prijs/49	http://web.archive.org/web/20191126211414/https://literatuurplein.nl/detail/literaireprijs/multatuli-prijs/49	200	Klik
49	Multatuli-prijs	https://www.literatuurplein.nl/detail/literaireprijs/multatuli-prijs/49	http://web.archive.org/web/20191129105624/https://www.literatuurplein.nl/detail/literaireprijs/multatuli-prijs/49	200	Klik
50	Herman Gorter-prijs	https://literatuurplein.nl/detail/literaireprijs/herman-gorter-prijs/50	http://web.archive.org/web/20191126211052/https://literatuurplein.nl/detail/literaireprijs/herman-gorter-prijs/50	200	Klik
50	Herman Gorter-prijs	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=50	http://web.archive.org/web/20191129213552/https://www.literatuurplein.nl/litprijs?litPrijsId=50	200	Klik
51	Jan Hanlo Essayprijs Groot	https://literatuurplein.nl/detail/literaireprijs/jan-hanlo-essayprijs-groot/51	http://web.archive.org/web/20191126211153/https://literatuurplein.nl/detail/literaireprijs/jan-hanlo-essayprijs-groot/51	200	Klik
52	Jan Hanlo Essayprijs Klein	https://literatuurplein.nl/detail/literaireprijs/jan-hanlo-essayprijs-klein/52	http://web.archive.org/web/20191126211200/https://literatuurplein.nl/detail/literaireprijs/jan-hanlo-essayprijs-klein/52	200	Klik
53	Tollens-prijs	https://literatuurplein.nl/detail/literaireprijs/tollens-prijs/53	http://web.archive.org/web/20191126211636/https://literatuurplein.nl/detail/literaireprijs/tollens-prijs/53	200	Klik
54	Jo Peters PoëziePrijs	https://literatuurplein.nl/detail/literaireprijs/jo-peters-poezieprijs/54	http://web.archive.org/web/20191127095241/https://literatuurplein.nl/detail/literaireprijs/jo-peters-poezieprijs/54	200	Klik
55	Inktaap	https://literatuurplein.nl/detail/literaireprijs/inktaap/55	http://web.archive.org/web/20191126211116/https://literatuurplein.nl/detail/literaireprijs/inktaap/55	200	Klik
55	Inktaap	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=55	http://web.archive.org/web/20191129213559/https://www.literatuurplein.nl/litprijs?litPrijsId=55	200	Klik
55	Inktaap	https://www.literatuurplein.nl/detail/literaireprijs/inktaap/55	http://web.archive.org/web/20191129105534/https://www.literatuurplein.nl/detail/literaireprijs/inktaap/55	200	Klik
56	Hendrik de Vries-prijs	https://literatuurplein.nl/detail/literaireprijs/hendrik-de-vries-prijs/56	http://web.archive.org/web/20191126211021/https://literatuurplein.nl/detail/literaireprijs/hendrik-de-vries-prijs/56	200	Klik
57	Gouden Zoen	https://literatuurplein.nl/detail/literaireprijs/gouden-zoen/57	http://web.archive.org/web/20191126210742/https://literatuurplein.nl/detail/literaireprijs/gouden-zoen/57	200	Klik
57	Gouden Zoen	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=57	http://web.archive.org/web/20191129213606/https://www.literatuurplein.nl/litprijs?litPrijsId=57	200	Klik
58	Libris Geschiedenis Prijs	https://literatuurplein.nl/detail/literaireprijs/libris-geschiedenis-prijs/58	http://web.archive.org/web/20191126211319/https://literatuurplein.nl/detail/literaireprijs/libris-geschiedenis-prijs/58	200	Klik
58	Libris Geschiedenis Prijs	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=58	http://web.archive.org/web/20191129213613/https://www.literatuurplein.nl/litprijs?litPrijsId=58	200	Klik
58	Libris Geschiedenis Prijs	https://www.literatuurplein.nl/detail/literaireprijs/libris-geschiedenis-prijs/58	http://web.archive.org/web/20191129105605/https://www.literatuurplein.nl/detail/literaireprijs/libris-geschiedenis-prijs/58	200	Klik
59	Anna Blaman Prijs	https://literatuurplein.nl/detail/literaireprijs/anna-blaman-prijs/59	http://web.archive.org/web/20191126210415/https://literatuurplein.nl/detail/literaireprijs/anna-blaman-prijs/59	200	Klik
59	Anna Blaman Prijs	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=59	http://web.archive.org/web/20191129213620/https://www.literatuurplein.nl/litprijs?litPrijsId=59	200	Klik
59	Anna Blaman Prijs	https://www.literatuurplein.nl/detail/literaireprijs/anna-blaman-prijs/59	http://web.archive.org/web/20191129105233/https://www.literatuurplein.nl/detail/literaireprijs/anna-blaman-prijs/59	200	Klik
60	VSB Poëzieprijs	https://literatuurplein.nl/detail/literaireprijs/vsb-poezieprijs/60	http://web.archive.org/web/20191126211655/https://literatuurplein.nl/detail/literaireprijs/vsb-poezieprijs/60	200	Klik
60	VSB Poëzieprijs	https://www.literatuurplein.nl/litprijs.jsp?litPrijsId=60	http://web.archive.org/web/20191129213634/https://www.literatuurplein.nl/litprijs?litPrijsId=60	200	Klik
60	VSB Poëzieprijs	https://www.literatuurplein.nl/detail/literaireprijs/vsb-poezieprijs/60	http://web.archive.org/web/20191129105722/https://www.literatuurplein.nl/detail/literaireprijs/vsb-poezieprijs/60	200	Klik
61	Selexyz Debuutprijs	https://literatuurplein.nl/detail/literaireprijs/selexyz-debuutprijs/61	http://web.archive.org/web/20191126211618/https://literatuurplein.nl/detail/literaireprijs/selexyz-debuutprijs/61	200	Klik
62	Marten Toonder/Geertjan Lubberhuizen-prijs voor Literaire Prozadebuten	https://literatuurplein.nl/detail/literaireprijs/marten-toonder-geertjan-lubberhuizen-prijs-voor-literaire-prozadebuten/62	http://web.archive.org/web/20191126211337/https://literatuurplein.nl/detail/literaireprijs/marten-toonder-geertjan-lubberhuizen-prijs-voor-literaire-prozadebuten/62	200	Klik
63	Geertjan Lubberhuizen-prijs	https://literatuurplein.nl/detail/literaireprijs/geertjan-lubberhuizen-prijs/63	http://web.archive.org/web/20191126210910/https://literatuurplein.nl/detail/literaireprijs/geertjan-lubberhuizen-prijs/63	200	Klik
64	Taalunie Toneelschrijfprijs	https://literatuurplein.nl/detail/literaireprijs/taalunie-toneelschrijfprijs/64	http://web.archive.org/web/20191126211624/https://literatuurplein.nl/detail/literaireprijs/taalunie-toneelschrijfprijs/64	200	Klik
