PrijsID	Prijs	PrijsURL	PrijsArchiefURL	PrijsArchiefURLStatusCheck-17122019		Prijseditie	PrijseditieID	PrijseditieURL	PrijseditieArchiefURL	PrijseditieArchiefURLStatusCheck-17122019	
1	Libris Literatuur Prijs	https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	http://web.archive.org/web/20191126211325/https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	200	Klik	Libris Literatuur Prijs 1998	528	https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-1998/528	http://web.archive.org/web/20191126231913/https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-1998/528	200	Klik
1	Libris Literatuur Prijs	https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	http://web.archive.org/web/20191126211325/https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	200	Klik	Libris Literatuur Prijs 1997	529	https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-1997/529	http://web.archive.org/web/20191126231907/https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-1997/529	200	Klik
1	Libris Literatuur Prijs	https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	http://web.archive.org/web/20191126211325/https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	200	Klik	Libris Literatuur Prijs 1996	530	https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-1996/530	http://web.archive.org/web/20191126231901/https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-1996/530	200	Klik
1	Libris Literatuur Prijs	https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	http://web.archive.org/web/20191126211325/https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	200	Klik	Libris Literatuur Prijs 1995	531	https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-1995/531	http://web.archive.org/web/20191126231854/https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-1995/531	200	Klik
1	Libris Literatuur Prijs	https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	http://web.archive.org/web/20191126211325/https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	200	Klik	Libris Literatuur Prijs 1994	532	https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-1994/532	http://web.archive.org/web/20191126231848/https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-1994/532	200	Klik
1	Libris Literatuur Prijs	https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	http://web.archive.org/web/20191126211325/https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	200	Klik	Libris Literatuur Prijs 2010	715	https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2010/715	http://web.archive.org/web/20191126232031/https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2010/715	200	Klik
1	Libris Literatuur Prijs	https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	http://web.archive.org/web/20191126211325/https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	200	Klik	Libris Literatuur Prijs 2011	830	https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2011/830	http://web.archive.org/web/20191126232037/https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2011/830	200	Klik
1	Libris Literatuur Prijs	https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	http://web.archive.org/web/20191126211325/https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	200	Klik	Libris Literatuur Prijs 2012	1277	https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2012/1277	http://web.archive.org/web/20191126232043/https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2012/1277	200	Klik
1	Libris Literatuur Prijs	https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	http://web.archive.org/web/20191126211325/https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	200	Klik	Libris Literatuur Prijs 2013	1504	https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2013/1504	http://web.archive.org/web/20191126232050/https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2013/1504	200	Klik
1	Libris Literatuur Prijs	https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	http://web.archive.org/web/20191126211325/https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	200	Klik	Libris Literatuur Prijs 2014	1625	https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2014/1625	http://web.archive.org/web/20191126232056/https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2014/1625	200	Klik
1	Libris Literatuur Prijs	https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	http://web.archive.org/web/20191126211325/https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	200	Klik	Libris Literatuur Prijs 2015	1696	https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2015/1696	http://web.archive.org/web/20191126232102/https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2015/1696	200	Klik
1	Libris Literatuur Prijs	https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	http://web.archive.org/web/20191126211325/https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	200	Klik	Libris Literatuur Prijs 2016	1749	https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2016/1749	http://web.archive.org/web/20191126232110/https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2016/1749	200	Klik
1	Libris Literatuur Prijs	https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	http://web.archive.org/web/20191126211325/https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	200	Klik	Libris Literatuur Prijs 2017	1803	https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2017/1803	http://web.archive.org/web/20191126232116/https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2017/1803	200	Klik
1	Libris Literatuur Prijs	https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	http://web.archive.org/web/20191126211325/https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	200	Klik	Libris Literatuur Prijs 2018	1854	https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2018/1854	http://web.archive.org/web/20191126232123/https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2018/1854	200	Klik
1	Libris Literatuur Prijs	https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	http://web.archive.org/web/20191126211325/https://literatuurplein.nl/detail/literaireprijs/libris-literatuur-prijs/1	200	Klik	Libris Literatuur Prijs 2019	1963	https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2019/1963	http://web.archive.org/web/20191126232129/https://literatuurplein.nl/detail/literaireprijseditie/libris-literatuur-prijs-2019/1963	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 2006	2	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2006/2	http://web.archive.org/web/20191126212055/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2006/2	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 2007	8	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2007/8	http://web.archive.org/web/20191126212101/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2007/8	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 2005	125	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2005/125	http://web.archive.org/web/20191126212048/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2005/125	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 2004	126	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2004/126	http://web.archive.org/web/20191126212042/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2004/126	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 2008	127	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2008/127	http://web.archive.org/web/20191126212108/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2008/127	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 2003	128	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2003/128	http://web.archive.org/web/20191126212035/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2003/128	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 2002	129	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2002/129	http://web.archive.org/web/20191126212029/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2002/129	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 2001	130	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2001/130	http://web.archive.org/web/20191126212022/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2001/130	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 2000	131	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2000/131	http://web.archive.org/web/20191126212015/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2000/131	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 1999	133	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1999/133	http://web.archive.org/web/20191126212008/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1999/133	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 1998	134	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1998/134	http://web.archive.org/web/20191126212002/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1998/134	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 1997	135	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1997/135	http://web.archive.org/web/20191126211955/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1997/135	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 1996	136	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1996/136	http://web.archive.org/web/20191126211949/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1996/136	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 1995	137	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1995/137	http://web.archive.org/web/20191126211943/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1995/137	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 2009	614	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2009/614	http://web.archive.org/web/20191126212114/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2009/614	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 1988	729	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1988/729	http://web.archive.org/web/20191126211858/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1988/729	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 1992	730	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1992/730	http://web.archive.org/web/20191126211924/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1992/730	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 1987	731	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1987/731	http://web.archive.org/web/20191126211852/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1987/731	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 1994	732	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1994/732	http://web.archive.org/web/20191126211937/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1994/732	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 1991	733	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1991/733	http://web.archive.org/web/20191126211917/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1991/733	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 1990	734	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1990/734	http://web.archive.org/web/20191126211911/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1990/734	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 1993	735	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1993/735	http://web.archive.org/web/20191126211930/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1993/735	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 1989	739	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1989/739	http://web.archive.org/web/20191126211904/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-1989/739	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 2010	765	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2010/765	http://web.archive.org/web/20191126212120/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2010/765	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 2011	1141	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2011/1141	http://web.archive.org/web/20191126212126/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2011/1141	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 2012	1476	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2012/1476	http://web.archive.org/web/20191126212133/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2012/1476	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 2013	1580	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2013/1580	http://web.archive.org/web/20191126212139/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2013/1580	200	Klik
2	AKO-Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	http://web.archive.org/web/20191126210354/https://literatuurplein.nl/detail/literaireprijs/ako-literatuurprijs/2	200	Klik	AKO-Literatuurprijs 2014	1676	https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2014/1676	http://web.archive.org/web/20191126212145/https://literatuurplein.nl/detail/literaireprijseditie/ako-literatuurprijs-2014/1676	200	Klik
3	Gouden Uil Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/gouden-uil-literatuurprijs/3	http://web.archive.org/web/20191126210954/https://literatuurplein.nl/detail/literaireprijs/gouden-uil-literatuurprijs/3	200	Klik	Gouden Uil Literatuurprijs 2007	3	https://literatuurplein.nl/detail/literaireprijseditie/gouden-uil-literatuurprijs-2007/3	http://web.archive.org/web/20191126223420/https://literatuurplein.nl/detail/literaireprijseditie/gouden-uil-literatuurprijs-2007/3	200	Klik
3	Gouden Uil Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/gouden-uil-literatuurprijs/3	http://web.archive.org/web/20191126210954/https://literatuurplein.nl/detail/literaireprijs/gouden-uil-literatuurprijs/3	200	Klik	Gouden Uil Literatuurprijs 2008	11	https://literatuurplein.nl/detail/literaireprijseditie/gouden-uil-literatuurprijs-2008/11	http://web.archive.org/web/20191126223426/https://literatuurplein.nl/detail/literaireprijseditie/gouden-uil-literatuurprijs-2008/11	200	Klik
3	Gouden Uil Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/gouden-uil-literatuurprijs/3	http://web.archive.org/web/20191126210954/https://literatuurplein.nl/detail/literaireprijs/gouden-uil-literatuurprijs/3	200	Klik	Gouden Uil Literatuurprijs 2009	309	https://literatuurplein.nl/detail/literaireprijseditie/gouden-uil-literatuurprijs-2009/309	http://web.archive.org/web/20191126223433/https://literatuurplein.nl/detail/literaireprijseditie/gouden-uil-literatuurprijs-2009/309	200	Klik
3	Gouden Uil Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/gouden-uil-literatuurprijs/3	http://web.archive.org/web/20191126210954/https://literatuurplein.nl/detail/literaireprijs/gouden-uil-literatuurprijs/3	200	Klik	Gouden Uil Literatuurprijs 2010	725	https://literatuurplein.nl/detail/literaireprijseditie/gouden-uil-literatuurprijs-2010/725	http://web.archive.org/web/20191126223440/https://literatuurplein.nl/detail/literaireprijseditie/gouden-uil-literatuurprijs-2010/725	200	Klik
3	Gouden Uil Literatuurprijs	https://literatuurplein.nl/detail/literaireprijs/gouden-uil-literatuurprijs/3	http://web.archive.org/web/20191126210954/https://literatuurplein.nl/detail/literaireprijs/gouden-uil-literatuurprijs/3	200	Klik	Gouden Uil Literatuurprijs 1996 Fictie	1415	https://literatuurplein.nl/detail/literaireprijseditie/gouden-uil-literatuurprijs-1996-fictie/1415	http://web.archive.org/web/20191126223355/https://literatuurplein.nl/detail/literaireprijseditie/gouden-uil-literatuurprijs-1996-fictie/1415	200	Klik
