ID	LiteratuurpleinURL	LiteratuurpleinArchiefURL	ArchiefURLStatusCheck-07122019		
5209	https://www.literatuurplein.nl/detail/leestip/de-verdwijning-van-josef-mengele/5209	http://web.archive.org/web/20191129104801/https://www.literatuurplein.nl/detail/leestip/de-verdwijning-van-josef-mengele/5209	200	Klik	
5229	https://www.literatuurplein.nl/detail/leestip/la-superba/5229	http://web.archive.org/web/20191129105008/https://www.literatuurplein.nl/detail/leestip/la-superba/5229	200	Klik	
5249	https://www.literatuurplein.nl/detail/leestip/reisverslag-van-een-kat/5249	http://web.archive.org/web/20191129105108/https://www.literatuurplein.nl/detail/leestip/reisverslag-van-een-kat/5249	200	Klik	
5269	https://www.literatuurplein.nl/detail/leestip/vissen-voor-de-keizer/5269	http://web.archive.org/web/20191129105157/https://www.literatuurplein.nl/detail/leestip/vissen-voor-de-keizer/5269	200	Klik	
5289	https://www.literatuurplein.nl/detail/leestip/de-acht-bergen/5289	http://web.archive.org/web/20191129104640/https://www.literatuurplein.nl/detail/leestip/de-acht-bergen/5289	200	Klik	
5309	https://www.literatuurplein.nl/detail/leestip/amerikanen-lopen-niet/5309	http://web.archive.org/web/20191129104550/https://www.literatuurplein.nl/detail/leestip/amerikanen-lopen-niet/5309	200	Klik	
5329	https://www.literatuurplein.nl/detail/leestip/moeders-van-anderen/5329	http://web.archive.org/web/20191129105038/https://www.literatuurplein.nl/detail/leestip/moeders-van-anderen/5329	200	Klik	
5349	https://www.literatuurplein.nl/detail/leestip/bella/5349	http://web.archive.org/web/20191129104556/https://www.literatuurplein.nl/detail/leestip/bella/5349	200	Klik	
5369	https://www.literatuurplein.nl/detail/leestip/hotel-du-lac/5369	http://web.archive.org/web/20191129104942/https://www.literatuurplein.nl/detail/leestip/hotel-du-lac/5369	200	Klik	
5389	https://www.literatuurplein.nl/detail/leestip/in-de-schemer-fluit-de-merel/5389	http://web.archive.org/web/20191129104949/https://www.literatuurplein.nl/detail/leestip/in-de-schemer-fluit-de-merel/5389	200	Klik	
5409	https://www.literatuurplein.nl/detail/leestip/verhalen-uit-de-binnenstad/5409	http://web.archive.org/web/20191129105145/https://www.literatuurplein.nl/detail/leestip/verhalen-uit-de-binnenstad/5409	200	Klik	
5429	https://www.literatuurplein.nl/detail/leestip/kleine-brandjes-overal/5429	http://web.archive.org/web/20191129105002/https://www.literatuurplein.nl/detail/leestip/kleine-brandjes-overal/5429	200	Klik	
5449	https://www.literatuurplein.nl/detail/leestip/twee-mensen-samen/5449	http://web.archive.org/web/20191129105127/https://www.literatuurplein.nl/detail/leestip/twee-mensen-samen/5449	200	Klik	
5469	https://www.literatuurplein.nl/detail/leestip/mijn-jaar-van-rust-en-kalmte/5469	http://web.archive.org/web/20191129105032/https://www.literatuurplein.nl/detail/leestip/mijn-jaar-van-rust-en-kalmte/5469	200	Klik	
5489	https://www.literatuurplein.nl/detail/leestip/dit-is-mijn-moeder/5489	http://web.archive.org/web/20191129104831/https://www.literatuurplein.nl/detail/leestip/dit-is-mijn-moeder/5489	200	Klik	
5509	https://www.literatuurplein.nl/detail/leestip/dorst/5509	http://web.archive.org/web/20191129104838/https://www.literatuurplein.nl/detail/leestip/dorst/5509	200	Klik	
5529	https://www.literatuurplein.nl/detail/leestip/blindganger/5529	http://web.archive.org/web/20191129104610/https://www.literatuurplein.nl/detail/leestip/blindganger/5529	200	Klik	
5549	https://www.literatuurplein.nl/detail/leestip/mevrouw-mijn-moeder/5549	http://web.archive.org/web/20191129105026/https://www.literatuurplein.nl/detail/leestip/mevrouw-mijn-moeder/5549	200	Klik	
5569	https://www.literatuurplein.nl/detail/leestip/er-is-geen-daar-daar/5569	http://web.archive.org/web/20191129104856/https://www.literatuurplein.nl/detail/leestip/er-is-geen-daar-daar/5569	200	Klik	
5589	https://www.literatuurplein.nl/detail/leestip/de-experimenten/5589	http://web.archive.org/web/20191129104710/https://www.literatuurplein.nl/detail/leestip/de-experimenten/5589	200	Klik	
5609	https://www.literatuurplein.nl/detail/leestip/malterfoske/5609	http://web.archive.org/web/20191129105014/https://www.literatuurplein.nl/detail/leestip/malterfoske/5609	200	Klik	
5629	https://www.literatuurplein.nl/detail/leestip/de-goede-zoon/5629	http://web.archive.org/web/20191129104729/https://www.literatuurplein.nl/detail/leestip/de-goede-zoon/5629	200	Klik	
5649	https://www.literatuurplein.nl/detail/leestip/grote-dieven-kleine-dieven/5649	http://web.archive.org/web/20191129104916/https://www.literatuurplein.nl/detail/leestip/grote-dieven-kleine-dieven/5649	200	Klik	
5669	https://www.literatuurplein.nl/detail/leestip/de-arabier-van-de-toekomst/5669	http://web.archive.org/web/20191129104646/https://www.literatuurplein.nl/detail/leestip/de-arabier-van-de-toekomst/5669	200	Klik	
5690	https://www.literatuurplein.nl/detail/leestip/ciao-sicilia/5690	http://web.archive.org/web/20191129104622/https://www.literatuurplein.nl/detail/leestip/ciao-sicilia/5690	200	Klik	
5709	https://www.literatuurplein.nl/detail/leestip/weet-ik-veel/5709	http://web.archive.org/web/20191129105209/https://www.literatuurplein.nl/detail/leestip/weet-ik-veel/5709	200	Klik	
5749	https://www.literatuurplein.nl/detail/leestip/verliefd-in-griekenland/5749	http://web.archive.org/web/20191129105151/https://www.literatuurplein.nl/detail/leestip/verliefd-in-griekenland/5749	200	Klik	
5769	https://www.literatuurplein.nl/detail/leestip/cody/5769	http://web.archive.org/web/20191129104628/https://www.literatuurplein.nl/detail/leestip/cody/5769	200	Klik	
5789	https://www.literatuurplein.nl/detail/leestip/de-genezing-van-de-krekel/5789	http://web.archive.org/web/20191129104723/https://www.literatuurplein.nl/detail/leestip/de-genezing-van-de-krekel/5789	200	Klik	
5809	https://www.literatuurplein.nl/detail/leestip/de-jongens-van-nickel/5809	http://web.archive.org/web/20191129104742/https://www.literatuurplein.nl/detail/leestip/de-jongens-van-nickel/5809	200	Klik	
5829	https://www.literatuurplein.nl/detail/leestip/de-zusterklokken/5829	http://web.archive.org/web/20191129104825/https://www.literatuurplein.nl/detail/leestip/de-zusterklokken/5829	200	Klik	
	https://www.literatuurplein.nl/leestips_overzicht	http://web.archive.org/web/20191129213154/https://www.literatuurplein.nl/leestips_overzicht	200	Klik	
	https://www.literatuurplein.nl/leestips_overzicht.jsp	http://web.archive.org/web/20191129213201/https://www.literatuurplein.nl/leestips_overzicht	200	Klik
