NieuwsID	Bericht	BerichtURL	BerichtArchiefURL	ArchiefURLStatusCheck-17122019	
1079	Achttiende-eeuwse Russische ‘Kamasutra’ opgedoken	https://literatuurplein.nl/detail/nieuws/achttiende-eeuwse-russische-kamasutra-opgedoken/1079	http://web.archive.org/web/20191201054842/https://literatuurplein.nl/detail/nieuws/achttiende-eeuwse-russische-kamasutra-opgedoken/1079	200	Klik
2299	Actie rond ‘dwarsliggers’ in de trein	https://literatuurplein.nl/detail/nieuws/actie-rond-dwarsliggers-in-de-trein/2299	http://web.archive.org/web/20191201025938/https://literatuurplein.nl/detail/nieuws/actie-rond-dwarsliggers-in-de-trein/2299	200	Klik
2309	Actie rond J.M. Coetzee in het voorjaar	https://literatuurplein.nl/detail/nieuws/actie-rond-j-m-coetzee-in-het-voorjaar/2309	http://web.archive.org/web/20191201030557/https://literatuurplein.nl/detail/nieuws/actie-rond-j-m-coetzee-in-het-voorjaar/2309	200	Klik
1406	Adonis wederom favoriet voor de Nobelprijs	https://literatuurplein.nl/detail/nieuws/adonis-wederom-favoriet-voor-de-nobelprijs/1406	http://web.archive.org/web/20191201043648/https://literatuurplein.nl/detail/nieuws/adonis-wederom-favoriet-voor-de-nobelprijs/1406	200	Klik
2898	Adriaan Bontebal overleden	https://literatuurplein.nl/detail/nieuws/adriaan-bontebal-overleden/2898	http://web.archive.org/web/20191201015937/https://literatuurplein.nl/detail/nieuws/adriaan-bontebal-overleden/2898	200	Klik
3745	Adriaan van Dis en Joris Luyendijk genomineerd voor NS Publieksprijs	https://literatuurplein.nl/detail/nieuws/adriaan-van-dis-en-joris-luyendijk-genomineerd-voor-ns-publieksprijs/3745	http://web.archive.org/web/20191201004108/https://literatuurplein.nl/detail/nieuws/adriaan-van-dis-en-joris-luyendijk-genomineerd-voor-ns-publieksprijs/3745	200	Klik
3745	Adriaan van Dis en Joris Luyendijk genomineerd voor NS Publieksprijs	https://www.literatuurplein.nl/nieuwsdetail.jsp?nieuwsId=3745	http://web.archive.org/web/20191129225026/https://www.literatuurplein.nl/nieuwsdetail?nieuwsId=3745	200	Klik
3986	Adriaan van Dis ontfutselt geheimen	https://literatuurplein.nl/detail/nieuws/adriaan-van-dis-ontfutselt-geheimen/3986	http://web.archive.org/web/20191201005331/https://literatuurplein.nl/detail/nieuws/adriaan-van-dis-ontfutselt-geheimen/3986	200	Klik
3986	Adriaan van Dis ontfutselt geheimen	https://www.literatuurplein.nl/nieuwsdetail.jsp?nieuwsId=3986	http://web.archive.org/web/20191129231628/https://www.literatuurplein.nl/nieuwsdetail?nieuwsId=3986	200	Klik
3952	Adriaan van Dis schenkt archief aan Literatuurmuseum	https://literatuurplein.nl/detail/nieuws/adriaan-van-dis-schenkt-archief-aan-literatuurmuseum/3952	http://web.archive.org/web/20191201003832/https://literatuurplein.nl/detail/nieuws/adriaan-van-dis-schenkt-archief-aan-literatuurmuseum/3952	200	Klik
3952	Adriaan van Dis schenkt archief aan Literatuurmuseum	https://www.literatuurplein.nl/nieuwsdetail.jsp?nieuwsId=3952	http://web.archive.org/web/20191129231246/https://www.literatuurplein.nl/nieuwsdetail?nieuwsId=3952	200	Klik
395	Adriaan van Dis schrijft Boekenweekessay 2004	https://literatuurplein.nl/detail/nieuws/adriaan-van-dis-schrijft-boekenweekessay-2004/395	http://web.archive.org/web/20191201070411/https://literatuurplein.nl/detail/nieuws/adriaan-van-dis-schrijft-boekenweekessay-2004/395	200	Klik
2993	Adriaan van Dis schrijft tekst Groot Dictee	https://literatuurplein.nl/detail/nieuws/adriaan-van-dis-schrijft-tekst-groot-dictee/2993	http://web.archive.org/web/20191201022457/https://literatuurplein.nl/detail/nieuws/adriaan-van-dis-schrijft-tekst-groot-dictee/2993	200	Klik
3860	Adriaan van Dis winnaar Luisterboek Award 2016	https://literatuurplein.nl/detail/nieuws/adriaan-van-dis-winnaar-luisterboek-award-2016/3860	http://web.archive.org/web/20191201000618/https://literatuurplein.nl/detail/nieuws/adriaan-van-dis-winnaar-luisterboek-award-2016/3860	200	Klik
3860	Adriaan van Dis winnaar Luisterboek Award 2016	https://www.literatuurplein.nl/nieuwsdetail.jsp?nieuwsId=3860	http://web.archive.org/web/20191129230259/https://www.literatuurplein.nl/nieuwsdetail?nieuwsId=3860	200	Klik
