RecensieID	RecensieURL	Recensie	Auteur	RecensieArchiefURL	ArchiefURLStatusCheck-13122019	
40	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=595992	De vuisten van Gerard Reve - Frans Peeters	Door Guus Bauer	http://web.archive.org/web/20191127110618/https://literatuurplein.nl/detail/recensie/de-vuisten-van-gerard-reve-van-frans-peeters/40	200	Klik
42	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=568278	Avonden op het landgoed - Erwin Mortier	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127110821/https://literatuurplein.nl/detail/recensie/avonden-op-het-landgoed-van-erwin-mortier/42	200	Klik
43	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=556151	Dit verhaal - Alessandro Baricco	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127110923/https://literatuurplein.nl/detail/recensie/dit-verhaal-van-alessandro-baricco/43	200	Klik
43	https://www.literatuurplein.nl/recensie.jsp?recensieId=43			http://web.archive.org/web/20191130181711/https://www.literatuurplein.nl/detail/recensie/-i-dit-verhaal-i-van-alessandro-baricco/43	200	Klik
44	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=503291	De thuiskomst - Anna Enquist	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127111133/https://literatuurplein.nl/detail/recensie/de-thuiskomst-van-anna-enquist/44	200	Klik
44	https://www.literatuurplein.nl/detail/recensie/-i-de-thuiskomst-i-van-anna-enquist/44			http://web.archive.org/web/20191129174831/https://www.literatuurplein.nl/detail/recensie/-i-de-thuiskomst-i-van-anna-enquist/44	200	Klik
44	https://www.literatuurplein.nl/recensie.jsp?recensieId=44			http://web.archive.org/web/20191130181744/https://www.literatuurplein.nl/detail/recensie/-i-de-thuiskomst-i-van-anna-enquist/44	200	Klik
45	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=555412	Op slot - Bernlef	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127110931/https://literatuurplein.nl/detail/recensie/op-slot-van-bernlef/45	200	Klik
45	https://www.literatuurplein.nl/detail/recensie/op-slot/45			http://web.archive.org/web/20191129180433/https://www.literatuurplein.nl/detail/recensie/op-slot/45	200	Klik
45	https://www.literatuurplein.nl/recensie.jsp?recensieId=45			http://web.archive.org/web/20191130181853/https://www.literatuurplein.nl/detail/recensie/-i-op-slot-i-van-bernlef/45	200	Klik
46	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=550410	Bleke hemel - Edzard Mik	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127110945/https://literatuurplein.nl/detail/recensie/bleke-hemel-van-edzard-mik/46	200	Klik
46	https://www.literatuurplein.nl/recensie.jsp?recensieId=46			http://web.archive.org/web/20191130181933/https://www.literatuurplein.nl/detail/recensie/-i-bleke-hemel-i-van-edzard-mik/46	200	Klik
47	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=486093	Alle dagen samen - Erwin Mortier	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127111200/https://literatuurplein.nl/detail/recensie/alle-dagen-samen-van-erwin-mortier/47	200	Klik
47	https://www.literatuurplein.nl/recensie.jsp?recensieId=47			http://web.archive.org/web/20191130182027/https://www.literatuurplein.nl/detail/recensie/-i-alle-dagen-samen-i-van-erwin-mortier/47	200	Klik
48	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=564697	De bekoring - Hans Münstermann	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127110841/https://literatuurplein.nl/detail/recensie/de-bekoring-van-hans-munstermann/48	200	Klik
48	https://www.literatuurplein.nl/recensie.jsp?recensieId=48			http://web.archive.org/web/20191130182113/https://www.literatuurplein.nl/detail/recensie/-i-de-bekoring-i-van-hans-munstermann/48	200	Klik
49	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=657287	Het dieptelood van de herinnering - Hella S. Haasse	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127110116/https://literatuurplein.nl/detail/recensie/het-dieptelood-van-de-herinnering-van-hella-s-haasse/49	200	Klik
49	https://www.literatuurplein.nl/recensie.jsp?recensieId=49			http://web.archive.org/web/20191130182215/https://www.literatuurplein.nl/detail/recensie/-i-het-dieptelood-van-de-herinnering-i-van-hella-s-haasse/49	200	Klik
50	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=589622	Het tuinhuis - Hella S. Haasse	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127110724/https://literatuurplein.nl/detail/recensie/het-tuinhuis-van-hella-s-haasse/50	200	Klik
50	https://www.literatuurplein.nl/detail/recensie/het-tuinhuis/50			http://web.archive.org/web/20191129174153/https://www.literatuurplein.nl/detail/recensie/het-tuinhuis/50	200	Klik
50	https://www.literatuurplein.nl/recensie.jsp?recensieId=50			http://web.archive.org/web/20191130182314/https://www.literatuurplein.nl/detail/recensie/-i-het-tuinhuis-i-van-hella-s-haasse/50	200	Klik
51	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=521189	Indisch leven in Nederland - -	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127111036/https://literatuurplein.nl/detail/recensie/indisch-leven-in-nederland/51	200	Klik
52	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=541206	Rode handen - Jens Christian Grøndahl	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127111022/https://literatuurplein.nl/detail/recensie/rode-handen-van-jens-christian-gr-ndahl/52	200	Klik
52	https://www.literatuurplein.nl/recensie.jsp?recensieId=52			http://web.archive.org/web/20191130182416/https://www.literatuurplein.nl/detail/recensie/-i-rode-handen-i-van-jens-christian-gr-ndahl/52	200	Klik
53	https://www.literatuurplein.nl/detail/recensie/waar-was-je-nou/53			http://web.archive.org/web/20191129180625/https://www.literatuurplein.nl/detail/recensie/waar-was-je-nou/53	200	Klik
53	https://www.literatuurplein.nl/recensie.jsp?recensieId=53			http://web.archive.org/web/20191130182527/https://www.literatuurplein.nl/detail/recensie/-i-waar-was-je-nou-i-van-k-schippers/53	200	Klik
54	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=551525	De laatste gasten - Mensje van Keulen	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127110938/https://literatuurplein.nl/detail/recensie/de-laatste-gasten-van-mensje-van-keulen/54	200	Klik
54	https://www.literatuurplein.nl/detail/recensie/-i-de-laatste-gasten-i-van-mensje-van-keulen/54			http://web.archive.org/web/20191129174611/https://www.literatuurplein.nl/detail/recensie/-i-de-laatste-gasten-i-van-mensje-van-keulen/54	200	Klik
54	https://www.literatuurplein.nl/recensie.jsp?recensieId=54			http://web.archive.org/web/20191130182639/https://www.literatuurplein.nl/detail/recensie/-i-de-laatste-gasten-i-van-mensje-van-keulen/54	200	Klik
55	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=508184	Naar Paradiso - Onno te Rijdt	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127111118/https://literatuurplein.nl/detail/recensie/naar-paradiso-van-onno-te-rijdt/55	200	Klik
55	https://www.literatuurplein.nl/recensie.jsp?recensieId=55			http://web.archive.org/web/20191130182736/https://www.literatuurplein.nl/detail/recensie/-i-naar-paradiso-i-van-onno-te-rijdt/55	200	Klik
56	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=511517	Orakelnacht - Paul Auster	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127111058/https://literatuurplein.nl/detail/recensie/orakelnacht-van-paul-auster/56	200	Klik
56	https://www.literatuurplein.nl/recensie.jsp?recensieId=56			http://web.archive.org/web/20191130182823/https://www.literatuurplein.nl/detail/recensie/-i-orakelnacht-i-van-paul-auster/56	200	Klik
57	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=479934	Sfinx - Paul Claes	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127111215/https://literatuurplein.nl/detail/recensie/sfinx-van-paul-claes/57	200	Klik
57	https://www.literatuurplein.nl/recensie.jsp?recensieId=57			http://web.archive.org/web/20191130182935/https://www.literatuurplein.nl/detail/recensie/-i-sfinx-i-van-paul-claes/57	200	Klik
58	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=556152	Arlington Park - Rachel Cusk	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127110916/https://literatuurplein.nl/detail/recensie/arlington-park-van-rachel-cusk/58	200	Klik
59	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=510228	Verfhuid - Rascha Peper	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127111104/https://literatuurplein.nl/detail/recensie/verfhuid-van-rascha-peper/59	200	Klik
59	https://www.literatuurplein.nl/detail/recensie/-i-verfhuid-i-van-rascha-peper/59			http://web.archive.org/web/20191129180102/https://www.literatuurplein.nl/detail/recensie/-i-verfhuid-i-van-rascha-peper/59	200	Klik
59	https://www.literatuurplein.nl/recensie.jsp?recensieId=59			http://web.archive.org/web/20191130183149/https://www.literatuurplein.nl/detail/recensie/-i-verfhuid-i-van-rascha-peper/59	200	Klik
60	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=556352	Een geschenk uit de hemel - Remco Campert	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127110902/https://literatuurplein.nl/detail/recensie/een-geschenk-uit-de-hemel-van-remco-campert/60	200	Klik
60	https://www.literatuurplein.nl/recensie.jsp?recensieId=60			http://web.archive.org/web/20191130183246/https://www.literatuurplein.nl/detail/recensie/-i-een-geschenk-uit-de-hemel-i-van-remco-campert/60	200	Klik
61	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=417693	Een liefde in Parijs - Remco Campert	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127111229/https://literatuurplein.nl/detail/recensie/een-liefde-in-parijs-van-remco-campert/61	200	Klik
61	https://www.literatuurplein.nl/detail/recensie/een-liefde-in-parijs/61			http://web.archive.org/web/20191129174028/https://www.literatuurplein.nl/detail/recensie/een-liefde-in-parijs/61	200	Klik
61	https://www.literatuurplein.nl/detail/recensie/-i-een-liefde-in-parijs-i-van-remco-campert/61			http://web.archive.org/web/20191129175059/https://www.literatuurplein.nl/detail/recensie/-i-een-liefde-in-parijs-i-van-remco-campert/61	200	Klik
61	https://www.literatuurplein.nl/recensie.jsp?recensieId=61			http://web.archive.org/web/20191130183348/https://www.literatuurplein.nl/detail/recensie/-i-een-liefde-in-parijs-i-van-remco-campert/61	200	Klik
62	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=503402	Spitzen - Thomas Rosenboom	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127111125/https://literatuurplein.nl/detail/recensie/spitzen-van-thomas-rosenboom/62	200	Klik
62	https://www.literatuurplein.nl/detail/recensie/spitzen/62			http://web.archive.org/web/20191129180522/https://www.literatuurplein.nl/detail/recensie/spitzen/62	200	Klik
62	https://www.literatuurplein.nl/recensie.jsp?recensieId=62			http://web.archive.org/web/20191130183442/https://www.literatuurplein.nl/detail/recensie/-i-spitzen-i-van-thomas-rosenboom/62	200	Klik
63	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=545064	Hoog aan de wind - Thomas Rosenboom	Door Ingrid Hoogervorst	http://web.archive.org/web/20191127111000/https://literatuurplein.nl/detail/recensie/hoog-aan-de-wind-van-thomas-rosenboom/63	200	Klik
63	https://www.literatuurplein.nl/recensie.jsp?recensieId=63			http://web.archive.org/web/20191130183606/https://www.literatuurplein.nl/detail/recensie/-i-hoog-aan-de-wind-i-van-thomas-rosenboom/63	200	Klik
64	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=589729	Boom - Wanda Bommer	Door Guus Bauer	http://web.archive.org/web/20191127110717/https://literatuurplein.nl/detail/recensie/boom-van-wanda-bommer/64	200	Klik
65	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=592892	Praagse ironie - Bohumil Hrabal	Door Guus Bauer	http://web.archive.org/web/20191127110625/https://literatuurplein.nl/detail/recensie/praagse-ironie-van-bohumil-hrabal/65	200	Klik
65	https://www.literatuurplein.nl/recensie.jsp?recensieId=65			http://web.archive.org/web/20191130183836/https://www.literatuurplein.nl/detail/recensie/-i-praagse-ironie-i-van-bohumil-hrabal-/65	200	Klik
66	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=756818	De stemmen van de Pamano - Jaume Cabré	Door Guus Bauer	http://web.archive.org/web/20191127105237/https://literatuurplein.nl/detail/recensie/de-stemmen-van-de-pamano-van-jaume-cabre/66	200	Klik
66	https://www.literatuurplein.nl/detail/recensie/-i-de-stemmen-van-de-pamano-i-van-jaume-cabre/66			http://web.archive.org/web/20191129174819/https://www.literatuurplein.nl/detail/recensie/-i-de-stemmen-van-de-pamano-i-van-jaume-cabre/66	200	Klik
66	https://www.literatuurplein.nl/recensie.jsp?recensieId=66			http://web.archive.org/web/20191130183945/https://www.literatuurplein.nl/detail/recensie/-i-de-stemmen-van-de-pamano-i-van-jaume-cabre/66	200	Klik
67	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=591035	De vrouw van Shakespeare - Germaine Greer	Door Guus Bauer	http://web.archive.org/web/20191127110656/https://literatuurplein.nl/detail/recensie/de-vrouw-van-shakespeare-van-germaine-greer/67	200	Klik
68	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=589108	Het lot van de familie Meijer - Charles Lewinsky	Door Guus Bauer	http://web.archive.org/web/20191127110731/https://literatuurplein.nl/detail/recensie/het-lot-van-de-familie-meijer-van-charles-lewinsky/68	200	Klik
68	https://www.literatuurplein.nl/detail/recensie/-i-het-lot-van-de-familie-meijer-i-van-charles-lewinsky/68			http://web.archive.org/web/20191129175353/https://www.literatuurplein.nl/detail/recensie/-i-het-lot-van-de-familie-meijer-i-van-charles-lewinsky/68	200	Klik
68	https://www.literatuurplein.nl/recensie.jsp?recensieId=68			http://web.archive.org/web/20191130184213/https://www.literatuurplein.nl/detail/recensie/-i-het-lot-van-de-familie-meijer-i-van-charles-lewinsky/68	200	Klik
69	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=599646	Uitgesteld afscheid - Julia Leigh	Door Guus Bauer	http://web.archive.org/web/20191127110604/https://literatuurplein.nl/detail/recensie/uitgesteld-afscheid-van-julia-leigh/69	200	Klik
70	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=585129	De droomwet - Peter Behrens	Door Guus Bauer	http://web.archive.org/web/20191127110753/https://literatuurplein.nl/detail/recensie/de-droomwet-van-peter-behrens/70	200	Klik
70	https://www.literatuurplein.nl/recensie.jsp?recensieId=70			http://web.archive.org/web/20191130184415/https://www.literatuurplein.nl/detail/recensie/-i-de-droomwet-i-van-peter-behrens/70	200	Klik
71	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=602347	Fake - Viktor Frölke	Door Guus Bauer	http://web.archive.org/web/20191127110549/https://literatuurplein.nl/detail/recensie/fake-van-viktor-frolke/71	200	Klik
71	https://www.literatuurplein.nl/recensie.jsp?recensieId=71			http://web.archive.org/web/20191130184527/https://www.literatuurplein.nl/detail/recensie/-i-fake-i-van-victor-frolke/71	200	Klik
72	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=600547	De cellist van Sarajevo - Steven Galloway	Door Guus Bauer	http://web.archive.org/web/20191127110557/https://literatuurplein.nl/detail/recensie/de-cellist-van-sarajevo-van-steven-galloway/72	200	Klik
72	https://www.literatuurplein.nl/detail/recensie/-i-de-cellist-van-sarajevo-i-van-steven-galloway/72			http://web.archive.org/web/20191129174433/https://www.literatuurplein.nl/detail/recensie/-i-de-cellist-van-sarajevo-i-van-steven-galloway/72	200	Klik
