OrgID	Adres	Provincie-Land	LiteratuurpleinURL	LiteratuurpleinArchiefURL	ArchiefURLStatusCheck-05122019	
83			https://literatuurplein.nl/detail/organisatie/ankh-hermes/83	http://web.archive.org/web/20191130221446/https://literatuurplein.nl/detail/organisatie/ankh-hermes/83	200	Klik
83			https://www.literatuurplein.nl/detail/organisatie/ankh-hermes/83	http://web.archive.org/web/20191129113610/https://www.literatuurplein.nl/detail/organisatie/ankh-hermes/83	200	Klik
83			https://www.literatuurplein.nl/organisatie.jsp?orgId=83	http://web.archive.org/web/20191129234638/https://www.literatuurplein.nl/organisatie?orgId=83	200	Klik
112			https://www.literatuurplein.nl/organisatie.jsp?orgId=112	http://web.archive.org/web/20191129232111/https://www.literatuurplein.nl/organisatie?orgId=112	200	Klik
124			https://www.literatuurplein.nl/detail/organisatie/m-p/124	http://web.archive.org/web/20191129114423/https://www.literatuurplein.nl/detail/organisatie/m-p/124	200	Klik
124			https://www.literatuurplein.nl/organisatie.jsp?orgId=124	http://web.archive.org/web/20191129232153/https://www.literatuurplein.nl/organisatie?orgId=124	200	Klik
126			https://www.literatuurplein.nl/detail/organisatie/walburg-pers/126	http://web.archive.org/web/20191129114937/https://www.literatuurplein.nl/detail/organisatie/walburg-pers/126	200	Klik
132			https://www.literatuurplein.nl/detail/organisatie/tirion/132	http://web.archive.org/web/20191129114727/https://www.literatuurplein.nl/detail/organisatie/tirion/132	200	Klik
138			https://www.literatuurplein.nl/detail/organisatie/de-lantaarn/138	http://web.archive.org/web/20191129113920/https://www.literatuurplein.nl/detail/organisatie/de-lantaarn/138	200	Klik
138			https://www.literatuurplein.nl/organisatie.jsp?orgId=138	http://web.archive.org/web/20191129232807/https://www.literatuurplein.nl/organisatie?orgId=138	200	Klik
143			https://www.literatuurplein.nl/organisatie.jsp?orgId=143	http://web.archive.org/web/20191129232821/https://www.literatuurplein.nl/organisatie?orgId=143	200	Klik
145			https://www.literatuurplein.nl/organisatie.jsp?orgId=145	http://web.archive.org/web/20191129232827/https://www.literatuurplein.nl/organisatie?orgId=145	200	Klik
156			https://www.literatuurplein.nl/detail/organisatie/de-alk/156	http://web.archive.org/web/20191129113838/https://www.literatuurplein.nl/detail/organisatie/de-alk/156	200	Klik
161			https://www.literatuurplein.nl/detail/organisatie/sdu-uitgeverij/161	http://web.archive.org/web/20191129114606/https://www.literatuurplein.nl/detail/organisatie/sdu-uitgeverij/161	200	Klik
161			https://www.literatuurplein.nl/organisatie.jsp?orgId=161	http://web.archive.org/web/20191129232917/https://www.literatuurplein.nl/organisatie?orgId=161	200	Klik
164	In de Knipscheer, Lange Herenvest 136-138, Haarlem	Noord-Holland	https://literatuurplein.nl/detail/organisatie/in-de-knipscheer/164	http://web.archive.org/web/20191203151319/https://literatuurplein.nl/detail/organisatie/in-de-knipscheer/164	200	Klik
164	In de Knipscheer, Lange Herenvest 136-138, Haarlem	Noord-Holland	https://www.literatuurplein.nl/detail/organisatie/in-de-knipscheer/164	http://web.archive.org/web/20191129114212/https://www.literatuurplein.nl/detail/organisatie/in-de-knipscheer/164	200	Klik
164	In de Knipscheer, Lange Herenvest 136-138, Haarlem	Noord-Holland	https://www.literatuurplein.nl/organisatie.jsp?orgId=164	http://web.archive.org/web/20191129232938/https://www.literatuurplein.nl/organisatie?orgId=164	200	Klik
165			https://www.literatuurplein.nl/detail/organisatie/boekencentrum/165	http://web.archive.org/web/20191129113710/https://www.literatuurplein.nl/detail/organisatie/boekencentrum/165	200	Klik
165			https://www.literatuurplein.nl/organisatie.jsp?orgId=165	http://web.archive.org/web/20191129232945/https://www.literatuurplein.nl/organisatie?orgId=165	200	Klik
168			https://www.literatuurplein.nl/organisatie.jsp?orgId=168	http://web.archive.org/web/20191129232959/https://www.literatuurplein.nl/organisatie?orgId=168	200	Klik
176			https://www.literatuurplein.nl/organisatie.jsp?orgId=176	http://web.archive.org/web/20191129233040/https://www.literatuurplein.nl/organisatie?orgId=176	200	Klik
180			https://www.literatuurplein.nl/organisatie.jsp?orgId=180	http://web.archive.org/web/20191129233047/https://www.literatuurplein.nl/organisatie?orgId=180	200	Klik
185			https://www.literatuurplein.nl/detail/organisatie/vrij-geestesleven/185	http://web.archive.org/web/20191129114918/https://www.literatuurplein.nl/detail/organisatie/vrij-geestesleven/185	200	Klik
185			https://www.literatuurplein.nl/organisatie.jsp?orgId=185	http://web.archive.org/web/20191129233053/https://www.literatuurplein.nl/organisatie?orgId=185	200	Klik
189			https://www.literatuurplein.nl/organisatie.jsp?orgId=189	http://web.archive.org/web/20191129233108/https://www.literatuurplein.nl/organisatie?orgId=189	200	Klik
194			https://www.literatuurplein.nl/organisatie.jsp?orgId=194	http://web.archive.org/web/20191129233115/https://www.literatuurplein.nl/organisatie?orgId=194	200	Klik
199			https://www.literatuurplein.nl/detail/organisatie/rebo-productions/199	http://web.archive.org/web/20191129114542/https://www.literatuurplein.nl/detail/organisatie/rebo-productions/199	200	Klik
213			https://www.literatuurplein.nl/detail/organisatie/elzenga/213	http://web.archive.org/web/20191129114021/https://www.literatuurplein.nl/detail/organisatie/elzenga/213	200	Klik
213			https://www.literatuurplein.nl/organisatie.jsp?orgId=213	http://web.archive.org/web/20191129233143/https://www.literatuurplein.nl/organisatie?orgId=213	200	Klik
233			https://www.literatuurplein.nl/detail/organisatie/de-bataafsche-leeuw/233	http://web.archive.org/web/20191129113856/https://www.literatuurplein.nl/detail/organisatie/de-bataafsche-leeuw/233	200	Klik
233			https://www.literatuurplein.nl/organisatie.jsp?orgId=233	http://web.archive.org/web/20191129233218/https://www.literatuurplein.nl/organisatie?orgId=233	200	Klik
240	Facet, Vooruitzichtstraat 42, Hasselt	Belgie	https://literatuurplein.nl/detail/organisatie/facet/240	http://web.archive.org/web/20191203145503/https://literatuurplein.nl/detail/organisatie/facet/240	200	Klik
240	Facet, Vooruitzichtstraat 42, Hasselt	Belgie	https://www.literatuurplein.nl/detail/organisatie/facet/240	http://web.archive.org/web/20191129114039/https://www.literatuurplein.nl/detail/organisatie/facet/240	200	Klik
240	Facet, Vooruitzichtstraat 42, Hasselt	Belgie	https://www.literatuurplein.nl/organisatie.jsp?orgId=240	http://web.archive.org/web/20191129233232/https://www.literatuurplein.nl/organisatie?orgId=240	200	Klik
245			https://www.literatuurplein.nl/organisatie.jsp?orgId=245	http://web.archive.org/web/20191129233242/https://www.literatuurplein.nl/organisatie?orgId=245	200	Klik
250			https://www.literatuurplein.nl/detail/organisatie/houtekiet/250	http://web.archive.org/web/20191129114206/https://www.literatuurplein.nl/detail/organisatie/houtekiet/250	200	Klik
250			https://www.literatuurplein.nl/organisatie.jsp?orgId=250	http://web.archive.org/web/20191129233256/https://www.literatuurplein.nl/organisatie?orgId=250	200	Klik
258			https://www.literatuurplein.nl/detail/organisatie/standaard/258	http://web.archive.org/web/20191129114625/https://www.literatuurplein.nl/detail/organisatie/standaard/258	200	Klik
258			https://www.literatuurplein.nl/organisatie.jsp?orgId=258	http://web.archive.org/web/20191129233302/https://www.literatuurplein.nl/organisatie?orgId=258	200	Klik
273			https://www.literatuurplein.nl/organisatie.jsp?orgId=273	http://web.archive.org/web/20191129233331/https://www.literatuurplein.nl/organisatie?orgId=273	200	Klik
275			https://www.literatuurplein.nl/detail/organisatie/librero/275	http://web.archive.org/web/20191129114346/https://www.literatuurplein.nl/detail/organisatie/librero/275	200	Klik
275			https://www.literatuurplein.nl/organisatie.jsp?orgId=275	http://web.archive.org/web/20191129233338/https://www.literatuurplein.nl/organisatie?orgId=275	200	Klik
279			https://www.literatuurplein.nl/detail/organisatie/boom/279	http://web.archive.org/web/20191129113741/https://www.literatuurplein.nl/detail/organisatie/boom/279	200	Klik
279			https://www.literatuurplein.nl/organisatie.jsp?orgId=279	http://web.archive.org/web/20191129233345/https://www.literatuurplein.nl/organisatie?orgId=279	200	Klik
286			https://www.literatuurplein.nl/organisatie.jsp?orgId=286	http://web.archive.org/web/20191129233413/https://www.literatuurplein.nl/organisatie?orgId=286	200	Klik
291			https://www.literatuurplein.nl/detail/organisatie/kluwer-technische-boeken/291	http://web.archive.org/web/20191129114248/https://www.literatuurplein.nl/detail/organisatie/kluwer-technische-boeken/291	200	Klik
291			https://www.literatuurplein.nl/organisatie.jsp?orgId=291	http://web.archive.org/web/20191129233420/https://www.literatuurplein.nl/organisatie?orgId=291	200	Klik
298			https://www.literatuurplein.nl/organisatie.jsp?orgId=298	http://web.archive.org/web/20191129233427/https://www.literatuurplein.nl/organisatie?orgId=298	200	Klik
309			https://www.literatuurplein.nl/detail/organisatie/de-vries-brouwers/309	http://web.archive.org/web/20191129113932/https://www.literatuurplein.nl/detail/organisatie/de-vries-brouwers/309	200	Klik
309			https://www.literatuurplein.nl/organisatie.jsp?orgId=309	http://web.archive.org/web/20191129233448/https://www.literatuurplein.nl/organisatie?orgId=309	200	Klik
319			https://www.literatuurplein.nl/detail/organisatie/ooievaar-pockethouse/319	http://web.archive.org/web/20191129114453/https://www.literatuurplein.nl/detail/organisatie/ooievaar-pockethouse/319	200	Klik
321	Forum, Herengracht 507, Amsterdam	Noord-Holland	https://literatuurplein.nl/detail/organisatie/forum/321	http://web.archive.org/web/20191203145600/https://literatuurplein.nl/detail/organisatie/forum/321	200	Klik
321	Forum, Herengracht 507, Amsterdam	Noord-Holland	https://www.literatuurplein.nl/organisatie.jsp?orgId=321	http://web.archive.org/web/20191129233501/https://www.literatuurplein.nl/organisatie?orgId=321	200	Klik
329			https://www.literatuurplein.nl/detail/organisatie/stichting-uitgeverij-xl/329	http://web.archive.org/web/20191129114644/https://www.literatuurplein.nl/detail/organisatie/stichting-uitgeverij-xl/329	200	Klik
349			https://www.literatuurplein.nl/detail/organisatie/servire/349	http://web.archive.org/web/20191129114612/https://www.literatuurplein.nl/detail/organisatie/servire/349	200	Klik
364	Narratio, Kwakernaat 10, Gorinchem	Zuid-Holland	https://literatuurplein.nl/detail/organisatie/narratio/364	http://web.archive.org/web/20191203153900/https://literatuurplein.nl/detail/organisatie/narratio/364	200	Klik
370	Matrijs	Utrecht	https://literatuurplein.nl/detail/organisatie/matrijs/370	http://web.archive.org/web/20191203153254/https://literatuurplein.nl/detail/organisatie/matrijs/370	200	Klik
370	Matrijs	Utrecht	https://www.literatuurplein.nl/organisatie.jsp?orgId=370	http://web.archive.org/web/20191129233633/https://www.literatuurplein.nl/organisatie?orgId=370	200	Klik
373			https://www.literatuurplein.nl/organisatie.jsp?orgId=373	http://web.archive.org/web/20191129233640/https://www.literatuurplein.nl/organisatie?orgId=373	200	Klik
377	Menken Kasander & Wigman Uitgevers	Zuid-Holland	https://literatuurplein.nl/detail/organisatie/menken-kasander-wigman-uitgevers/377	http://web.archive.org/web/20191203153345/https://literatuurplein.nl/detail/organisatie/menken-kasander-wigman-uitgevers/377	200	Klik
379			https://www.literatuurplein.nl/organisatie.jsp?orgId=379	http://web.archive.org/web/20191129233701/https://www.literatuurplein.nl/organisatie?orgId=379	200	Klik
390			https://www.literatuurplein.nl/organisatie.jsp?orgId=390	http://web.archive.org/web/20191129233736/https://www.literatuurplein.nl/organisatie?orgId=390	200	Klik
410			https://www.literatuurplein.nl/organisatie.jsp?orgId=410	http://web.archive.org/web/20191129233743/https://www.literatuurplein.nl/organisatie?orgId=410	200	Klik
429			https://www.literatuurplein.nl/organisatie.jsp?orgId=429	http://web.archive.org/web/20191129233812/https://www.literatuurplein.nl/organisatie?orgId=429	200	Klik
450			https://www.literatuurplein.nl/organisatie.jsp?orgId=450	http://web.archive.org/web/20191129233833/https://www.literatuurplein.nl/organisatie?orgId=450	200	Klik
451			https://www.literatuurplein.nl/detail/organisatie/manteau/451	http://web.archive.org/web/20191129114359/https://www.literatuurplein.nl/detail/organisatie/manteau/451	200	Klik
451			https://www.literatuurplein.nl/organisatie.jsp?orgId=451	http://web.archive.org/web/20191129233840/https://www.literatuurplein.nl/organisatie?orgId=451	200	Klik
491	KITLV Uitgeverij	Zuid-Holland	https://literatuurplein.nl/detail/organisatie/kitlv-uitgeverij/491	http://web.archive.org/web/20191203152208/https://literatuurplein.nl/detail/organisatie/kitlv-uitgeverij/491	200	Klik
495			https://www.literatuurplein.nl/organisatie.jsp?orgId=495	http://web.archive.org/web/20191129233936/https://www.literatuurplein.nl/organisatie?orgId=495	200	Klik
498	Noord Nederlands Toneel, Bloemstraat 38, Groningen	Groningen	https://literatuurplein.nl/detail/organisatie/noord-nederlands-toneel/498	http://web.archive.org/web/20191203154255/https://literatuurplein.nl/detail/organisatie/noord-nederlands-toneel/498	200	Klik
527			https://www.literatuurplein.nl/detail/organisatie/swp/527	http://web.archive.org/web/20191129114650/https://www.literatuurplein.nl/detail/organisatie/swp/527	200	Klik
532			https://www.literatuurplein.nl/detail/organisatie/harlequin-holland/532	http://web.archive.org/web/20191129114147/https://www.literatuurplein.nl/detail/organisatie/harlequin-holland/532	200	Klik
588			https://www.literatuurplein.nl/organisatie.jsp?orgId=588	http://web.archive.org/web/20191129234017/https://www.literatuurplein.nl/organisatie?orgId=588	200	Klik
597	Verloren, Torenlaan 25, Hilversum	Noord-Holland	https://literatuurplein.nl/detail/organisatie/verloren/597	http://web.archive.org/web/20191203174147/https://literatuurplein.nl/detail/organisatie/verloren/597	200	Klik
597	Verloren, Torenlaan 25, Hilversum	Noord-Holland	https://www.literatuurplein.nl/detail/organisatie/verloren/597	http://web.archive.org/web/20191129114906/https://www.literatuurplein.nl/detail/organisatie/verloren/597	200	Klik
597	Verloren, Torenlaan 25, Hilversum	Noord-Holland	https://www.literatuurplein.nl/organisatie.jsp?orgId=597	http://web.archive.org/web/20191129234059/https://www.literatuurplein.nl/organisatie?orgId=597	200	Klik
599			https://www.literatuurplein.nl/organisatie.jsp?orgId=599	http://web.archive.org/web/20191129234106/https://www.literatuurplein.nl/organisatie?orgId=599	200	Klik
630			https://www.literatuurplein.nl/organisatie.jsp?orgId=630	http://web.archive.org/web/20191129234216/https://www.literatuurplein.nl/organisatie?orgId=630	200	Klik
635	Eburon, Oude Delft 224, Delft	Zuid-Holland	https://literatuurplein.nl/detail/organisatie/eburon/635	http://web.archive.org/web/20191203145122/https://literatuurplein.nl/detail/organisatie/eburon/635	200	Klik
649			https://www.literatuurplein.nl/detail/organisatie/deltas/649	http://web.archive.org/web/20191129113926/https://www.literatuurplein.nl/detail/organisatie/deltas/649	200	Klik
649			https://www.literatuurplein.nl/organisatie.jsp?orgId=649	http://web.archive.org/web/20191129234231/https://www.literatuurplein.nl/organisatie?orgId=649	200	Klik
653	Uitgeverij denBoer/deRuiter, Faradayweg 1, Vlissingen	Zeeland	https://literatuurplein.nl/detail/organisatie/uitgeverij-denboer-deruiter/653	http://web.archive.org/web/20191203172605/https://literatuurplein.nl/detail/organisatie/uitgeverij-denboer-deruiter/653	200	Klik
658			https://www.literatuurplein.nl/detail/organisatie/niesje-wolters-van-bemmel/658	http://web.archive.org/web/20191129114429/https://www.literatuurplein.nl/detail/organisatie/niesje-wolters-van-bemmel/658	200	Klik
669			https://www.literatuurplein.nl/detail/organisatie/terra/669	http://web.archive.org/web/20191129114702/https://www.literatuurplein.nl/detail/organisatie/terra/669	200	Klik
679			https://www.literatuurplein.nl/detail/organisatie/acco/679	http://web.archive.org/web/20191129113532/https://www.literatuurplein.nl/detail/organisatie/acco/679	200	Klik
695			https://www.literatuurplein.nl/detail/organisatie/bakermat/695	http://web.archive.org/web/20191129113652/https://www.literatuurplein.nl/detail/organisatie/bakermat/695	200	Klik
695			https://www.literatuurplein.nl/organisatie.jsp?orgId=695	http://web.archive.org/web/20191129234257/https://www.literatuurplein.nl/organisatie?orgId=695	200	Klik
701			https://www.literatuurplein.nl/detail/organisatie/davidsfonds-infodok/701	http://web.archive.org/web/20191129113826/https://www.literatuurplein.nl/detail/organisatie/davidsfonds-infodok/701	200	Klik
701			https://www.literatuurplein.nl/organisatie.jsp?orgId=701	http://web.archive.org/web/20191129234305/https://www.literatuurplein.nl/organisatie?orgId=701	200	Klik
717	Stedelijk Museum, Museumplein 10, Amsterdam	Zuid-Holland	https://literatuurplein.nl/detail/organisatie/stedelijk-museum/717	http://web.archive.org/web/20191203161219/https://literatuurplein.nl/detail/organisatie/stedelijk-museum/717	200	Klik
721	Museum Catharijneconvent, Lange Nieuwstraat 38, Utrecht	Utrecht	https://literatuurplein.nl/detail/organisatie/museum-catharijneconvent/721	http://web.archive.org/web/20191203153645/https://literatuurplein.nl/detail/organisatie/museum-catharijneconvent/721	200	Klik
733			https://www.literatuurplein.nl/organisatie.jsp?orgId=733	http://web.archive.org/web/20191129234332/https://www.literatuurplein.nl/organisatie?orgId=733	200	Klik
747			https://www.literatuurplein.nl/organisatie.jsp?orgId=747	http://web.archive.org/web/20191129234346/https://www.literatuurplein.nl/organisatie?orgId=747	200	Klik
756			https://www.literatuurplein.nl/organisatie.jsp?orgId=756	http://web.archive.org/web/20191129234353/https://www.literatuurplein.nl/organisatie?orgId=756	200	Klik
790			https://www.literatuurplein.nl/organisatie.jsp?orgId=790	http://web.archive.org/web/20191129234413/https://www.literatuurplein.nl/organisatie?orgId=790	200	Klik
830			https://www.literatuurplein.nl/detail/organisatie/zomer-keuning/830	http://web.archive.org/web/20191129115015/https://www.literatuurplein.nl/detail/organisatie/zomer-keuning/830	200	Klik
830			https://www.literatuurplein.nl/organisatie.jsp?orgId=830	http://web.archive.org/web/20191129234645/https://www.literatuurplein.nl/organisatie?orgId=830	200	Klik
844			https://www.literatuurplein.nl/detail/organisatie/abimo/844	http://web.archive.org/web/20191129113520/https://www.literatuurplein.nl/detail/organisatie/abimo/844	200	Klik
849			https://literatuurplein.nl/detail/organisatie/010/849	http://web.archive.org/web/20191130222517/https://literatuurplein.nl/detail/organisatie/010/849	200	Klik
855			https://www.literatuurplein.nl/detail/organisatie/grote-letter-bibliotheek/855	http://web.archive.org/web/20191129114141/https://www.literatuurplein.nl/detail/organisatie/grote-letter-bibliotheek/855	200	Klik
860			https://www.literatuurplein.nl/detail/organisatie/diogenes/860	http://web.archive.org/web/20191129113938/https://www.literatuurplein.nl/detail/organisatie/diogenes/860	200	Klik
881			https://www.literatuurplein.nl/organisatie.jsp?orgId=881	http://web.archive.org/web/20191129234923/https://www.literatuurplein.nl/organisatie?orgId=881	200	Klik
921			https://www.literatuurplein.nl/organisatie.jsp?orgId=921	http://web.archive.org/web/20191129235048/https://www.literatuurplein.nl/organisatie?orgId=921	200	Klik
925			https://www.literatuurplein.nl/organisatie.jsp?orgId=925	http://web.archive.org/web/20191129235109/https://www.literatuurplein.nl/organisatie?orgId=925	200	Klik
953			https://www.literatuurplein.nl/organisatie.jsp?orgId=953	http://web.archive.org/web/20191129235151/https://www.literatuurplein.nl/organisatie?orgId=953	200	Klik
955	Reservaat, De Rookamer 13, Heiloo	Noord-Holland	https://literatuurplein.nl/detail/organisatie/reservaat/955	http://web.archive.org/web/20191203160133/https://literatuurplein.nl/detail/organisatie/reservaat/955	200	Klik
1007	Koninklijke Bibliotheek, Prins Willem-Alexanderhof 5, Den Haag	Zuid-Holland	https://literatuurplein.nl/detail/organisatie/koninklijke-bibliotheek/1007	http://web.archive.org/web/20191203152325/https://literatuurplein.nl/detail/organisatie/koninklijke-bibliotheek/1007	200	Klik
1190	Universiteit Utrecht, Heidelberglaan 2, Utrecht	Utrecht	https://literatuurplein.nl/detail/organisatie/universiteit-utrecht/1190	http://web.archive.org/web/20191203172830/https://literatuurplein.nl/detail/organisatie/universiteit-utrecht/1190	200	Klik
1197	Het Noordbrabants Museum, Verwersstraat 41, Den Bosch	Noord-Brabant	https://literatuurplein.nl/detail/organisatie/het-noordbrabants-museum/1197	http://web.archive.org/web/20191203150738/https://literatuurplein.nl/detail/organisatie/het-noordbrabants-museum/1197	200	Klik
1220			https://www.literatuurplein.nl/organisatie.jsp?orgId=1220	http://web.archive.org/web/20191129232139/https://www.literatuurplein.nl/organisatie?orgId=1220	200	Klik
1247	VPRO, Wim T. Schippersplein 1, Hilversum	Noord-Holland	https://literatuurplein.nl/detail/organisatie/vpro/1247	http://web.archive.org/web/20191203174601/https://literatuurplein.nl/detail/organisatie/vpro/1247	200	Klik
1247	VPRO, Wim T. Schippersplein 1, Hilversum	Noord-Holland	https://www.literatuurplein.nl/organisatie.jsp?orgId=1247	http://web.archive.org/web/20191129232201/https://www.literatuurplein.nl/organisatie?orgId=1247	200	Klik
1252	Stichting El Hizjra, Singel 300a, Amsterdam	Noord-Holland	https://literatuurplein.nl/detail/organisatie/stichting-el-hizjra/1252	http://web.archive.org/web/20191203161845/https://literatuurplein.nl/detail/organisatie/stichting-el-hizjra/1252	200	Klik
1261	Rijksmuseum Amsterdam, Museumstraat 1, Amsterdam	Noord-Holland	https://literatuurplein.nl/detail/organisatie/rijksmuseum-amsterdam/1261	http://web.archive.org/web/20191203160240/https://literatuurplein.nl/detail/organisatie/rijksmuseum-amsterdam/1261	200	Klik
1270			https://www.literatuurplein.nl/organisatie.jsp?orgId=1270	http://web.archive.org/web/20191129232214/https://www.literatuurplein.nl/organisatie?orgId=1270	200	Klik
1332			https://www.literatuurplein.nl/detail/organisatie/stichting-uitgeverij-knnv/1332	http://web.archive.org/web/20191129114638/https://www.literatuurplein.nl/detail/organisatie/stichting-uitgeverij-knnv/1332	200	Klik
1332			https://www.literatuurplein.nl/organisatie.jsp?orgId=1332	http://web.archive.org/web/20191129232243/https://www.literatuurplein.nl/organisatie?orgId=1332	200	Klik
1335			https://www.literatuurplein.nl/organisatie.jsp?orgId=1335	http://web.archive.org/web/20191129232250/https://www.literatuurplein.nl/organisatie?orgId=1335	200	Klik
1337	Heureka, Hoogstraat 20, Weesp	Noord-Holland	https://literatuurplein.nl/detail/organisatie/heureka/1337	http://web.archive.org/web/20191203150851/https://literatuurplein.nl/detail/organisatie/heureka/1337	200	Klik
1373			https://www.literatuurplein.nl/organisatie.jsp?orgId=1373	http://web.archive.org/web/20191129232800/https://www.literatuurplein.nl/organisatie?orgId=1373	200	Klik
1410			https://www.literatuurplein.nl/organisatie.jsp?orgId=1410	http://web.archive.org/web/20191129232814/https://www.literatuurplein.nl/organisatie?orgId=1410	200	Klik
1446	Joods Historisch Museum, Nieuwe Amstelstraat 1, Amsterdam	Noord-Holland	https://literatuurplein.nl/detail/organisatie/joods-historisch-museum/1446	http://web.archive.org/web/20191203151747/https://literatuurplein.nl/detail/organisatie/joods-historisch-museum/1446	200	Klik
1490			https://www.literatuurplein.nl/organisatie.jsp?orgId=1490	http://web.archive.org/web/20191129232835/https://www.literatuurplein.nl/organisatie?orgId=1490	200	Klik
1509			https://www.literatuurplein.nl/detail/organisatie/academic-service/1509	http://web.archive.org/web/20191129113526/https://www.literatuurplein.nl/detail/organisatie/academic-service/1509	200	Klik
1637			https://www.literatuurplein.nl/detail/organisatie/fontein-jeugd/1637	http://web.archive.org/web/20191129114104/https://www.literatuurplein.nl/detail/organisatie/fontein-jeugd/1637	200	Klik
1733			https://www.literatuurplein.nl/detail/organisatie/averbode/1733	http://web.archive.org/web/20191129113646/https://www.literatuurplein.nl/detail/organisatie/averbode/1733	200	Klik
1737			https://www.literatuurplein.nl/detail/organisatie/koninklijk-instituut-voor-de-tropen-tropenmuseum/1737	http://web.archive.org/web/20191129114303/https://www.literatuurplein.nl/detail/organisatie/koninklijk-instituut-voor-de-tropen-tropenmuseum/1737	200	Klik
1737			https://www.literatuurplein.nl/organisatie.jsp?orgId=1737	http://web.archive.org/web/20191129233026/https://www.literatuurplein.nl/organisatie?orgId=1737	200	Klik
1746			https://literatuurplein.nl/detail/organisatie/010-publishers/1746	http://web.archive.org/web/20191130222606/https://literatuurplein.nl/detail/organisatie/010-publishers/1746	200	Klik
1768	Donner, Coolsingel 119, Rotterdam	Zuid-Holland	https://literatuurplein.nl/detail/organisatie/donner/1768	http://web.archive.org/web/20191203144951/https://literatuurplein.nl/detail/organisatie/donner/1768	200	Klik
