LocatieID	LiteratuurpleinURL	LiteratuurpleinArchiefURL	ArchiefURLStatusCheck-07122019	
49	https://www.literatuurplein.nl/wereldkaart.jsp?loc=49	http://web.archive.org/web/20191130211041/https://www.literatuurplein.nl/wereldkaart/?loc=49	200	Klik
53	https://www.literatuurplein.nl/wereldkaart.jsp?loc=53	http://web.archive.org/web/20191130211343/https://www.literatuurplein.nl/wereldkaart/?loc=53	200	Klik
55	https://www.literatuurplein.nl/wereldkaart.jsp?loc=55	http://web.archive.org/web/20191130211543/https://www.literatuurplein.nl/wereldkaart/?loc=55	200	Klik
57	https://www.literatuurplein.nl/wereldkaart.jsp?loc=57	http://web.archive.org/web/20191130211733/https://www.literatuurplein.nl/wereldkaart/?loc=57	200	Klik
59	https://www.literatuurplein.nl/wereldkaart.jsp?loc=59	http://web.archive.org/web/20191130211826/https://www.literatuurplein.nl/wereldkaart/?loc=59	200	Klik
59	https://www.literatuurplein.nl/wereldkaart/?loc=59	http://web.archive.org/web/20191130213142/https://www.literatuurplein.nl/wereldkaart/?loc=59	200	Klik
61	https://www.literatuurplein.nl/wereldkaart.jsp?loc=61	http://web.archive.org/web/20191130211857/https://www.literatuurplein.nl/wereldkaart/?loc=61	200	Klik
63	https://www.literatuurplein.nl/detail/wereldkaart/marokko/63	http://web.archive.org/web/20191129181919/https://www.literatuurplein.nl/detail/wereldkaart/marokko/63	200	Klik
63	https://www.literatuurplein.nl/wereldkaart.jsp?loc=63	http://web.archive.org/web/20191130211904/https://www.literatuurplein.nl/wereldkaart/?loc=63	200	Klik
63	https://www.literatuurplein.nl/wereldkaart/?loc=63	http://web.archive.org/web/20191130213154/https://www.literatuurplein.nl/wereldkaart/?loc=63	200	Klik
69	https://www.literatuurplein.nl/wereldkaart.jsp?loc=69	http://web.archive.org/web/20191130211920/https://www.literatuurplein.nl/wereldkaart/?loc=69	200	Klik
71	https://www.literatuurplein.nl/wereldkaart.jsp?loc=71	http://web.archive.org/web/20191130211935/https://www.literatuurplein.nl/wereldkaart/?loc=71	200	Klik
71	https://www.literatuurplein.nl/wereldkaart/?loc=71	http://web.archive.org/web/20191130213200/https://www.literatuurplein.nl/wereldkaart/?loc=71	200	Klik
75	https://www.literatuurplein.nl/detail/wereldkaart/nigeria/75	http://web.archive.org/web/20191129182027/https://www.literatuurplein.nl/detail/wereldkaart/nigeria/75	200	Klik
75	https://www.literatuurplein.nl/wereldkaart.jsp?loc=75	http://web.archive.org/web/20191130211943/https://www.literatuurplein.nl/wereldkaart/?loc=75	200	Klik
77	https://www.literatuurplein.nl/detail/wereldkaart/rwanda/77	http://web.archive.org/web/20191129182311/https://www.literatuurplein.nl/detail/wereldkaart/rwanda/77	200	Klik
77	https://www.literatuurplein.nl/wereldkaart.jsp?loc=77	http://web.archive.org/web/20191130211950/https://www.literatuurplein.nl/wereldkaart/?loc=77	200	Klik
81	https://www.literatuurplein.nl/wereldkaart.jsp?loc=81	http://web.archive.org/web/20191130211958/https://www.literatuurplein.nl/wereldkaart/?loc=81	200	Klik
87	https://www.literatuurplein.nl/wereldkaart.jsp?loc=87	http://web.archive.org/web/20191130212005/https://www.literatuurplein.nl/wereldkaart/?loc=87	200	Klik
89	https://www.literatuurplein.nl/wereldkaart.jsp?loc=89	http://web.archive.org/web/20191130212012/https://www.literatuurplein.nl/wereldkaart/?loc=89	200	Klik
93	https://www.literatuurplein.nl/wereldkaart.jsp?loc=93	http://web.archive.org/web/20191130212037/https://www.literatuurplein.nl/wereldkaart/?loc=93	200	Klik
93	https://www.literatuurplein.nl/wereldkaart/?loc=93	http://web.archive.org/web/20191130213212/https://www.literatuurplein.nl/wereldkaart/?loc=93	200	Klik
95	https://www.literatuurplein.nl/wereldkaart.jsp?loc=95	http://web.archive.org/web/20191130212044/https://www.literatuurplein.nl/wereldkaart/?loc=95	200	Klik
99	https://www.literatuurplein.nl/wereldkaart.jsp?loc=99	http://web.archive.org/web/20191130212147/https://www.literatuurplein.nl/wereldkaart/?loc=99	200	Klik
101	https://www.literatuurplein.nl/wereldkaart.jsp?loc=101	http://web.archive.org/web/20191130202929/https://www.literatuurplein.nl/wereldkaart/?loc=101	200	Klik
101	https://www.literatuurplein.nl/wereldkaart/?loc=101	http://web.archive.org/web/20191130212200/https://www.literatuurplein.nl/wereldkaart/?loc=101	200	Klik
103	https://www.literatuurplein.nl/wereldkaart.jsp?loc=103	http://web.archive.org/web/20191130202953/https://www.literatuurplein.nl/wereldkaart/?loc=103	200	Klik
105	https://www.literatuurplein.nl/wereldkaart.jsp?loc=105	http://web.archive.org/web/20191130203008/https://www.literatuurplein.nl/wereldkaart/?loc=105	200	Klik
107	https://www.literatuurplein.nl/detail/wereldkaart/zuid-afrika/107	http://web.archive.org/web/20191129192013/https://www.literatuurplein.nl/detail/wereldkaart/zuid-afrika/107	200	Klik
107	https://www.literatuurplein.nl/wereldkaart.jsp?loc=107	http://web.archive.org/web/20191130203031/https://www.literatuurplein.nl/wereldkaart/?loc=107	200	Klik
109	https://www.literatuurplein.nl/detail/wereldkaart/amerika/109	http://web.archive.org/web/20191129180859/https://www.literatuurplein.nl/detail/wereldkaart/amerika/109	200	Klik
109	https://www.literatuurplein.nl/wereldkaart.jsp?loc=109	http://web.archive.org/web/20191130203048/https://www.literatuurplein.nl/wereldkaart/?loc=109	200	Klik
110	https://www.literatuurplein.nl/detail/wereldkaart/noord-amerika/110	http://web.archive.org/web/20191129182039/https://www.literatuurplein.nl/detail/wereldkaart/noord-amerika/110	200	Klik
110	https://www.literatuurplein.nl/wereldkaart.jsp?loc=110	http://web.archive.org/web/20191130203103/https://www.literatuurplein.nl/wereldkaart/?loc=110	200	Klik
110	https://www.literatuurplein.nl/wereldkaart/?loc=110	http://web.archive.org/web/20191130212219/https://www.literatuurplein.nl/wereldkaart/?loc=110	200	Klik
111	https://www.literatuurplein.nl/detail/wereldkaart/canada/111	http://web.archive.org/web/20191129181216/https://www.literatuurplein.nl/detail/wereldkaart/canada/111	200	Klik
111	https://www.literatuurplein.nl/wereldkaart.jsp?loc=111	http://web.archive.org/web/20191130203112/https://www.literatuurplein.nl/wereldkaart/?loc=111	200	Klik
111	https://www.literatuurplein.nl/wereldkaart/?loc=111	http://web.archive.org/web/20191130212225/https://www.literatuurplein.nl/wereldkaart/?loc=111	200	Klik
115	https://www.literatuurplein.nl/detail/wereldkaart/british-columbia/115	http://web.archive.org/web/20191129181151/https://www.literatuurplein.nl/detail/wereldkaart/british-columbia/115	200	Klik
115	https://www.literatuurplein.nl/wereldkaart.jsp?loc=115	http://web.archive.org/web/20191130203144/https://www.literatuurplein.nl/wereldkaart/?loc=115	200	Klik
115	https://www.literatuurplein.nl/wereldkaart/?loc=115	http://web.archive.org/web/20191130212232/https://www.literatuurplein.nl/wereldkaart/?loc=115	200	Klik
117	https://www.literatuurplein.nl/wereldkaart.jsp?loc=117	http://web.archive.org/web/20191130203316/https://www.literatuurplein.nl/wereldkaart/?loc=117	200	Klik
121	https://www.literatuurplein.nl/wereldkaart.jsp?loc=121	http://web.archive.org/web/20191130203339/https://www.literatuurplein.nl/wereldkaart/?loc=121	200	Klik
123	https://www.literatuurplein.nl/detail/wereldkaart/nova-scotia/123	http://web.archive.org/web/20191129182124/https://www.literatuurplein.nl/detail/wereldkaart/nova-scotia/123	200	Klik
123	https://www.literatuurplein.nl/wereldkaart.jsp?loc=123	http://web.archive.org/web/20191130203347/https://www.literatuurplein.nl/wereldkaart/?loc=123	200	Klik
127	https://www.literatuurplein.nl/wereldkaart.jsp?loc=127	http://web.archive.org/web/20191130203418/https://www.literatuurplein.nl/wereldkaart/?loc=127	200	Klik
131	https://www.literatuurplein.nl/wereldkaart.jsp?loc=131	http://web.archive.org/web/20191130203441/https://www.literatuurplein.nl/wereldkaart/?loc=131	200	Klik
133	https://www.literatuurplein.nl/wereldkaart.jsp?loc=133	http://web.archive.org/web/20191130203448/https://www.literatuurplein.nl/wereldkaart/?loc=133	200	Klik
135	https://www.literatuurplein.nl/wereldkaart.jsp?loc=135	http://web.archive.org/web/20191130203512/https://www.literatuurplein.nl/wereldkaart/?loc=135	200	Klik
140	https://www.literatuurplein.nl/detail/wereldkaart/mexico/140	http://web.archive.org/web/20191129181931/https://www.literatuurplein.nl/detail/wereldkaart/mexico/140	200	Klik
140	https://www.literatuurplein.nl/wereldkaart.jsp?loc=140	http://web.archive.org/web/20191130203521/https://www.literatuurplein.nl/wereldkaart/?loc=140	200	Klik
141	https://www.literatuurplein.nl/wereldkaart.jsp?loc=141	http://web.archive.org/web/20191130203529/https://www.literatuurplein.nl/wereldkaart/?loc=141	200	Klik
142	https://www.literatuurplein.nl/detail/wereldkaart/verenigde-staten/142	http://web.archive.org/web/20191129182554/https://www.literatuurplein.nl/detail/wereldkaart/verenigde-staten/142	200	Klik
142	https://www.literatuurplein.nl/wereldkaart.jsp?loc=142	http://web.archive.org/web/20191130203536/https://www.literatuurplein.nl/wereldkaart/?loc=142	200	Klik
142	https://www.literatuurplein.nl/wereldkaart/?loc=142	http://web.archive.org/web/20191130212238/https://www.literatuurplein.nl/wereldkaart/?loc=142	200	Klik
143	https://www.literatuurplein.nl/wereldkaart.jsp?loc=143	http://web.archive.org/web/20191130203548/https://www.literatuurplein.nl/wereldkaart/?loc=143	200	Klik
144	https://www.literatuurplein.nl/wereldkaart.jsp?loc=144	http://web.archive.org/web/20191130203556/https://www.literatuurplein.nl/wereldkaart/?loc=144	200	Klik
146	https://www.literatuurplein.nl/detail/wereldkaart/alaska/146	http://web.archive.org/web/20191129180841/https://www.literatuurplein.nl/detail/wereldkaart/alaska/146	200	Klik
146	https://www.literatuurplein.nl/wereldkaart.jsp?loc=146	http://web.archive.org/web/20191130203604/https://www.literatuurplein.nl/wereldkaart/?loc=146	200	Klik
148	https://www.literatuurplein.nl/wereldkaart.jsp?loc=148	http://web.archive.org/web/20191130203619/https://www.literatuurplein.nl/wereldkaart/?loc=148	200	Klik
150	https://www.literatuurplein.nl/wereldkaart.jsp?loc=150	http://web.archive.org/web/20191130203634/https://www.literatuurplein.nl/wereldkaart/?loc=150	200	Klik
152	https://www.literatuurplein.nl/detail/wereldkaart/californie/152	http://web.archive.org/web/20191129181203/https://www.literatuurplein.nl/detail/wereldkaart/californie/152	200	Klik
152	https://www.literatuurplein.nl/wereldkaart.jsp?loc=152	http://web.archive.org/web/20191130203705/https://www.literatuurplein.nl/wereldkaart/?loc=152	200	Klik
156	https://www.literatuurplein.nl/wereldkaart.jsp?loc=156	http://web.archive.org/web/20191130203738/https://www.literatuurplein.nl/wereldkaart/?loc=156	200	Klik
160	https://www.literatuurplein.nl/wereldkaart.jsp?loc=160	http://web.archive.org/web/20191130203824/https://www.literatuurplein.nl/wereldkaart/?loc=160	200	Klik
162	https://www.literatuurplein.nl/wereldkaart.jsp?loc=162	http://web.archive.org/web/20191130203832/https://www.literatuurplein.nl/wereldkaart/?loc=162	200	Klik
167	https://www.literatuurplein.nl/wereldkaart.jsp?loc=167	http://web.archive.org/web/20191130203902/https://www.literatuurplein.nl/wereldkaart/?loc=167	200	Klik
169	https://www.literatuurplein.nl/wereldkaart.jsp?loc=169	http://web.archive.org/web/20191130203917/https://www.literatuurplein.nl/wereldkaart/?loc=169	200	Klik
174	https://www.literatuurplein.nl/wereldkaart.jsp?loc=174	http://web.archive.org/web/20191130204003/https://www.literatuurplein.nl/wereldkaart/?loc=174	200	Klik
176	https://www.literatuurplein.nl/wereldkaart.jsp?loc=176	http://web.archive.org/web/20191130204120/https://www.literatuurplein.nl/wereldkaart/?loc=176	200	Klik
181	https://www.literatuurplein.nl/wereldkaart.jsp?loc=181	http://web.archive.org/web/20191130204238/https://www.literatuurplein.nl/wereldkaart/?loc=181	200	Klik
189	https://www.literatuurplein.nl/wereldkaart.jsp?loc=189	http://web.archive.org/web/20191130204331/https://www.literatuurplein.nl/wereldkaart/?loc=189	200	Klik
191	https://www.literatuurplein.nl/wereldkaart.jsp?loc=191	http://web.archive.org/web/20191130204417/https://www.literatuurplein.nl/wereldkaart/?loc=191	200	Klik
192	https://www.literatuurplein.nl/wereldkaart.jsp?loc=192	http://web.archive.org/web/20191130204432/https://www.literatuurplein.nl/wereldkaart/?loc=192	200	Klik
196	https://www.literatuurplein.nl/wereldkaart.jsp?loc=196	http://web.archive.org/web/20191130204457/https://www.literatuurplein.nl/wereldkaart/?loc=196	200	Klik
199	https://www.literatuurplein.nl/wereldkaart.jsp?loc=199	http://web.archive.org/web/20191130204506/https://www.literatuurplein.nl/wereldkaart/?loc=199	200	Klik
207	https://www.literatuurplein.nl/wereldkaart.jsp?loc=207	http://web.archive.org/web/20191130204646/https://www.literatuurplein.nl/wereldkaart/?loc=207	200	Klik
214	https://www.literatuurplein.nl/wereldkaart.jsp?loc=214	http://web.archive.org/web/20191130204821/https://www.literatuurplein.nl/wereldkaart/?loc=214	200	Klik
216	https://www.literatuurplein.nl/wereldkaart.jsp?loc=216	http://web.archive.org/web/20191130204828/https://www.literatuurplein.nl/wereldkaart/?loc=216	200	Klik
218	https://www.literatuurplein.nl/wereldkaart.jsp?loc=218	http://web.archive.org/web/20191130204844/https://www.literatuurplein.nl/wereldkaart/?loc=218	200	Klik
219	https://www.literatuurplein.nl/wereldkaart.jsp?loc=219	http://web.archive.org/web/20191130204852/https://www.literatuurplein.nl/wereldkaart/?loc=219	200	Klik
221	https://www.literatuurplein.nl/wereldkaart.jsp?loc=221	http://web.archive.org/web/20191130204859/https://www.literatuurplein.nl/wereldkaart/?loc=221	200	Klik
227	https://www.literatuurplein.nl/wereldkaart.jsp?loc=227	http://web.archive.org/web/20191130204923/https://www.literatuurplein.nl/wereldkaart/?loc=227	200	Klik
232	https://www.literatuurplein.nl/wereldkaart.jsp?loc=232	http://web.archive.org/web/20191130205018/https://www.literatuurplein.nl/wereldkaart/?loc=232	200	Klik
234	https://www.literatuurplein.nl/wereldkaart.jsp?loc=234	http://web.archive.org/web/20191130205113/https://www.literatuurplein.nl/wereldkaart/?loc=234	200	Klik
236	https://www.literatuurplein.nl/wereldkaart.jsp?loc=236	http://web.archive.org/web/20191130205135/https://www.literatuurplein.nl/wereldkaart/?loc=236	200	Klik
238	https://www.literatuurplein.nl/wereldkaart.jsp?loc=238	http://web.archive.org/web/20191130205214/https://www.literatuurplein.nl/wereldkaart/?loc=238	200	Klik
240	https://www.literatuurplein.nl/wereldkaart.jsp?loc=240	http://web.archive.org/web/20191130205221/https://www.literatuurplein.nl/wereldkaart/?loc=240	200	Klik
243	https://www.literatuurplein.nl/wereldkaart.jsp?loc=243	http://web.archive.org/web/20191130205229/https://www.literatuurplein.nl/wereldkaart/?loc=243	200	Klik
245	https://www.literatuurplein.nl/wereldkaart.jsp?loc=245	http://web.archive.org/web/20191130205238/https://www.literatuurplein.nl/wereldkaart/?loc=245	200	Klik
247	https://www.literatuurplein.nl/wereldkaart.jsp?loc=247	http://web.archive.org/web/20191130205246/https://www.literatuurplein.nl/wereldkaart/?loc=247	200	Klik
252	https://www.literatuurplein.nl/wereldkaart.jsp?loc=252	http://web.archive.org/web/20191130205302/https://www.literatuurplein.nl/wereldkaart/?loc=252	200	Klik
253	https://www.literatuurplein.nl/wereldkaart.jsp?loc=253	http://web.archive.org/web/20191130205310/https://www.literatuurplein.nl/wereldkaart/?loc=253	200	Klik
255	https://www.literatuurplein.nl/wereldkaart.jsp?loc=255	http://web.archive.org/web/20191130205318/https://www.literatuurplein.nl/wereldkaart/?loc=255	200	Klik
257	https://www.literatuurplein.nl/wereldkaart.jsp?loc=257	http://web.archive.org/web/20191130205333/https://www.literatuurplein.nl/wereldkaart/?loc=257	200	Klik
284	https://www.literatuurplein.nl/wereldkaart.jsp?loc=284	http://web.archive.org/web/20191130205435/https://www.literatuurplein.nl/wereldkaart/?loc=284	200	Klik
284	https://www.literatuurplein.nl/wereldkaart/?loc=284	http://web.archive.org/web/20191130212437/https://www.literatuurplein.nl/wereldkaart/?loc=284	200	Klik
294	https://www.literatuurplein.nl/detail/wereldkaart/midden-amerika/294	http://web.archive.org/web/20191129181937/https://www.literatuurplein.nl/detail/wereldkaart/midden-amerika/294	200	Klik
294	https://www.literatuurplein.nl/wereldkaart.jsp?loc=294	http://web.archive.org/web/20191130205458/https://www.literatuurplein.nl/wereldkaart/?loc=294	200	Klik
295	https://www.literatuurplein.nl/wereldkaart.jsp?loc=295	http://web.archive.org/web/20191130205506/https://www.literatuurplein.nl/wereldkaart/?loc=295	200	Klik
297	https://www.literatuurplein.nl/detail/wereldkaart/costa-rica/297	http://web.archive.org/web/20191129181306/https://www.literatuurplein.nl/detail/wereldkaart/costa-rica/297	200	Klik
297	https://www.literatuurplein.nl/wereldkaart.jsp?loc=297	http://web.archive.org/web/20191130205514/https://www.literatuurplein.nl/wereldkaart/?loc=297	200	Klik
297	https://www.literatuurplein.nl/wereldkaart/?loc=297	http://web.archive.org/web/20191130212443/https://www.literatuurplein.nl/wereldkaart/?loc=297	200	Klik
299	https://www.literatuurplein.nl/wereldkaart.jsp?loc=299	http://web.archive.org/web/20191130205521/https://www.literatuurplein.nl/wereldkaart/?loc=299	200	Klik
301	https://www.literatuurplein.nl/detail/wereldkaart/guatemala/301	http://web.archive.org/web/20191129181531/https://www.literatuurplein.nl/detail/wereldkaart/guatemala/301	200	Klik
301	https://www.literatuurplein.nl/wereldkaart.jsp?loc=301	http://web.archive.org/web/20191130205554/https://www.literatuurplein.nl/wereldkaart/?loc=301	200	Klik
303	https://www.literatuurplein.nl/wereldkaart.jsp?loc=303	http://web.archive.org/web/20191130205609/https://www.literatuurplein.nl/wereldkaart/?loc=303	200	Klik
305	https://www.literatuurplein.nl/wereldkaart.jsp?loc=305	http://web.archive.org/web/20191130205617/https://www.literatuurplein.nl/wereldkaart/?loc=305	200	Klik
309	https://www.literatuurplein.nl/detail/wereldkaart/zuid-amerika/309	http://web.archive.org/web/20191129192019/https://www.literatuurplein.nl/detail/wereldkaart/zuid-amerika/309	200	Klik
309	https://www.literatuurplein.nl/wereldkaart.jsp?loc=309	http://web.archive.org/web/20191130205624/https://www.literatuurplein.nl/wereldkaart/?loc=309	200	Klik
309	https://www.literatuurplein.nl/wereldkaart/?loc=309	http://web.archive.org/web/20191130212449/https://www.literatuurplein.nl/wereldkaart/?loc=309	200	Klik
310	https://www.literatuurplein.nl/detail/wereldkaart/argentinie/310	http://web.archive.org/web/20191129180936/https://www.literatuurplein.nl/detail/wereldkaart/argentinie/310	200	Klik
310	https://www.literatuurplein.nl/wereldkaart.jsp?loc=310	http://web.archive.org/web/20191130205640/https://www.literatuurplein.nl/wereldkaart/?loc=310	200	Klik
310	https://www.literatuurplein.nl/wereldkaart/?loc=310	http://web.archive.org/web/20191130212456/https://www.literatuurplein.nl/wereldkaart/?loc=310	200	Klik
312	https://www.literatuurplein.nl/wereldkaart.jsp?loc=312	http://web.archive.org/web/20191130205655/https://www.literatuurplein.nl/wereldkaart/?loc=312	200	Klik
314	https://www.literatuurplein.nl/detail/wereldkaart/brazilie/314	http://web.archive.org/web/20191129181139/https://www.literatuurplein.nl/detail/wereldkaart/brazilie/314	200	Klik
314	https://www.literatuurplein.nl/wereldkaart.jsp?loc=314	http://web.archive.org/web/20191130205703/https://www.literatuurplein.nl/wereldkaart/?loc=314	200	Klik
314	https://www.literatuurplein.nl/wereldkaart/?loc=314	http://web.archive.org/web/20191130212502/https://www.literatuurplein.nl/wereldkaart/?loc=314	200	Klik
316	https://www.literatuurplein.nl/detail/wereldkaart/chili/316	http://web.archive.org/web/20191129181247/https://www.literatuurplein.nl/detail/wereldkaart/chili/316	200	Klik
316	https://www.literatuurplein.nl/wereldkaart.jsp?loc=316	http://web.archive.org/web/20191130205711/https://www.literatuurplein.nl/wereldkaart/?loc=316	200	Klik
316	https://www.literatuurplein.nl/wereldkaart/?loc=316	http://web.archive.org/web/20191130212508/https://www.literatuurplein.nl/wereldkaart/?loc=316	200	Klik
318	https://www.literatuurplein.nl/detail/wereldkaart/colombia/318	http://web.archive.org/web/20191129181254/https://www.literatuurplein.nl/detail/wereldkaart/colombia/318	200	Klik
318	https://www.literatuurplein.nl/wereldkaart.jsp?loc=318	http://web.archive.org/web/20191130205719/https://www.literatuurplein.nl/wereldkaart/?loc=318	200	Klik
318	https://www.literatuurplein.nl/wereldkaart/?loc=318	http://web.archive.org/web/20191130212515/https://www.literatuurplein.nl/wereldkaart/?loc=318	200	Klik
320	https://www.literatuurplein.nl/wereldkaart.jsp?loc=320	http://web.archive.org/web/20191130205727/https://www.literatuurplein.nl/wereldkaart/?loc=320	200	Klik
322	https://www.literatuurplein.nl/wereldkaart.jsp?loc=322	http://web.archive.org/web/20191130205734/https://www.literatuurplein.nl/wereldkaart/?loc=322	200	Klik
324	https://www.literatuurplein.nl/wereldkaart.jsp?loc=324	http://web.archive.org/web/20191130205743/https://www.literatuurplein.nl/wereldkaart/?loc=324	200	Klik
326	https://www.literatuurplein.nl/wereldkaart.jsp?loc=326	http://web.archive.org/web/20191130205751/https://www.literatuurplein.nl/wereldkaart/?loc=326	200	Klik
328	https://www.literatuurplein.nl/wereldkaart.jsp?loc=328	http://web.archive.org/web/20191130205758/https://www.literatuurplein.nl/wereldkaart/?loc=328	200	Klik
330	https://www.literatuurplein.nl/detail/wereldkaart/peru/330	http://web.archive.org/web/20191129182219/https://www.literatuurplein.nl/detail/wereldkaart/peru/330	200	Klik
330	https://www.literatuurplein.nl/wereldkaart.jsp?loc=330	http://web.archive.org/web/20191130205814/https://www.literatuurplein.nl/wereldkaart/?loc=330	200	Klik
330	https://www.literatuurplein.nl/wereldkaart/?loc=330	http://web.archive.org/web/20191130212521/https://www.literatuurplein.nl/wereldkaart/?loc=330	200	Klik
332	https://www.literatuurplein.nl/wereldkaart.jsp?loc=332	http://web.archive.org/web/20191130205822/https://www.literatuurplein.nl/wereldkaart/?loc=332	200	Klik
332	https://www.literatuurplein.nl/wereldkaart/?loc=332	http://web.archive.org/web/20191130212527/https://www.literatuurplein.nl/wereldkaart/?loc=332	200	Klik
333	https://www.literatuurplein.nl/detail/wereldkaart/paramaribo/333	http://web.archive.org/web/20191129182154/https://www.literatuurplein.nl/detail/wereldkaart/paramaribo/333	200	Klik
336	https://www.literatuurplein.nl/wereldkaart.jsp?loc=336	http://web.archive.org/web/20191130205830/https://www.literatuurplein.nl/wereldkaart/?loc=336	200	Klik
339	https://www.literatuurplein.nl/detail/wereldkaart/azie/339	http://web.archive.org/web/20191129181021/https://www.literatuurplein.nl/detail/wereldkaart/azie/339	200	Klik
339	https://www.literatuurplein.nl/wereldkaart.jsp?loc=339	http://web.archive.org/web/20191130205837/https://www.literatuurplein.nl/wereldkaart/?loc=339	200	Klik
339	https://www.literatuurplein.nl/wereldkaart/?loc=339	http://web.archive.org/web/20191130212533/https://www.literatuurplein.nl/wereldkaart/?loc=339	200	Klik
340	https://www.literatuurplein.nl/wereldkaart.jsp?loc=340	http://web.archive.org/web/20191130205846/https://www.literatuurplein.nl/wereldkaart/?loc=340	200	Klik
