ID	LiteratuurpleinURL	LiteratuurpleinArchiefURL	ArchiefURLStatusCheck-03122019	
379	https://literatuurplein.nl/detail/column/korte-verhalen/379	http://web.archive.org/web/20191203180753/https://literatuurplein.nl/detail/column/korte-verhalen/379	200	Klik
380	https://literatuurplein.nl/detail/column/verbannen/380	http://web.archive.org/web/20191203180410/https://literatuurplein.nl/detail/column/verbannen/380	200	Klik
382	https://literatuurplein.nl/detail/column/messi-kunst-en-kitsch/382	http://web.archive.org/web/20191203180731/https://literatuurplein.nl/detail/column/messi-kunst-en-kitsch/382	200	Klik
384	https://literatuurplein.nl/detail/column/hier-woon-ik/384	http://web.archive.org/web/20191203180348/https://literatuurplein.nl/detail/column/hier-woon-ik/384	200	Klik
386	https://literatuurplein.nl/detail/column/gewoon/386	http://web.archive.org/web/20191203180720/https://literatuurplein.nl/detail/column/gewoon/386	200	Klik
388	https://literatuurplein.nl/detail/column/vrijheid/388	http://web.archive.org/web/20191203180314/https://literatuurplein.nl/detail/column/vrijheid/388	200	Klik
390	https://literatuurplein.nl/detail/column/literaire-prijzen/390	http://web.archive.org/web/20191203180709/https://literatuurplein.nl/detail/column/literaire-prijzen/390	200	Klik
393	https://literatuurplein.nl/detail/column/barstjes-waardoor-het-licht-naar-binnen-valt/393	http://web.archive.org/web/20191203180252/https://literatuurplein.nl/detail/column/barstjes-waardoor-het-licht-naar-binnen-valt/393	200	Klik
395	https://literatuurplein.nl/detail/column/nobelprijs-voor-literatuur-/395	http://web.archive.org/web/20191203180646/https://literatuurplein.nl/detail/column/nobelprijs-voor-literatuur-/395	200	Klik
397	https://literatuurplein.nl/detail/column/knopen-/397	http://web.archive.org/web/20191203180432/https://literatuurplein.nl/detail/column/knopen-/397	200	Klik
399	https://literatuurplein.nl/detail/column/morgen-en-morgen-en-morgen/399	http://web.archive.org/web/20191203180612/https://literatuurplein.nl/detail/column/morgen-en-morgen-en-morgen/399	200	Klik
400	https://literatuurplein.nl/detail/column/de-meest-gelezen-schrijver-van-china/400	http://web.archive.org/web/20191203180303/https://literatuurplein.nl/detail/column/de-meest-gelezen-schrijver-van-china/400	200	Klik
402	https://literatuurplein.nl/detail/column/dat-ene-boek/402	http://web.archive.org/web/20191203180657/https://literatuurplein.nl/detail/column/dat-ene-boek/402	200	Klik
403	https://literatuurplein.nl/detail/column/bazip-deibel/403	http://web.archive.org/web/20191203180240/https://literatuurplein.nl/detail/column/bazip-deibel/403	200	Klik
404	https://literatuurplein.nl/detail/column/boeken-over-boeken/404	http://web.archive.org/web/20191203180815/https://literatuurplein.nl/detail/column/boeken-over-boeken/404	200	Klik
405	https://literatuurplein.nl/detail/column/de-hondenschool/405	http://web.archive.org/web/20191203180359/https://literatuurplein.nl/detail/column/de-hondenschool/405	200	Klik
407	https://literatuurplein.nl/detail/column/talent-en-ervaring/407	http://web.archive.org/web/20191203180742/https://literatuurplein.nl/detail/column/talent-en-ervaring/407	200	Klik
409	https://literatuurplein.nl/detail/column/dagen-van-inkeer/409	http://web.archive.org/web/20191203180326/https://literatuurplein.nl/detail/column/dagen-van-inkeer/409	200	Klik
411	https://literatuurplein.nl/detail/column/heil-mijn-collega-hitler/411	http://web.archive.org/web/20191203180635/https://literatuurplein.nl/detail/column/heil-mijn-collega-hitler/411	200	Klik
412	https://literatuurplein.nl/detail/column/een-vleesgeworden-alice-in-wonderland/412	http://web.archive.org/web/20191203180143/https://literatuurplein.nl/detail/column/een-vleesgeworden-alice-in-wonderland/412	200	Klik
414	https://literatuurplein.nl/detail/column/lang-leve-het-knir-/414	http://web.archive.org/web/20191203180206/https://literatuurplein.nl/detail/column/lang-leve-het-knir-/414	200	Klik
416	https://literatuurplein.nl/detail/column/de-val-pech-smithy/416	http://web.archive.org/web/20191203180228/https://literatuurplein.nl/detail/column/de-val-pech-smithy/416	200	Klik
417	https://literatuurplein.nl/detail/column/literatuur-en-handen/417	http://web.archive.org/web/20191203180217/https://literatuurplein.nl/detail/column/literatuur-en-handen/417	200	Klik
418	https://literatuurplein.nl/detail/column/oude-demonen-nieuwe-goden/418	http://web.archive.org/web/20191203180155/https://literatuurplein.nl/detail/column/oude-demonen-nieuwe-goden/418	200	Klik
