ID	LiteratuurpleinURL	LiteratuurpleinArchiefURL	ArchiefURLStatusCheck-05122019	
44288	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=44288	http://web.archive.org/web/20191129192834/https://www.literatuurplein.nl/evenementdetail?eventId=44288	200	Klik
44926	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=44926	http://web.archive.org/web/20191129192841/https://www.literatuurplein.nl/evenementdetail?eventId=44926	200	Klik
45267	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=45267	http://web.archive.org/web/20191129192849/https://www.literatuurplein.nl/evenementdetail?eventId=45267	200	Klik
45617	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=45617	http://web.archive.org/web/20191129192856/https://www.literatuurplein.nl/evenementdetail?eventId=45617	200	Klik
47173	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=47173	http://web.archive.org/web/20191129192903/https://www.literatuurplein.nl/evenementdetail?eventId=47173	200	Klik
49772	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=49772	http://web.archive.org/web/20191129192916/https://www.literatuurplein.nl/evenementdetail?eventId=49772	200	Klik
51362	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=51362	http://web.archive.org/web/20191129192923/https://www.literatuurplein.nl/evenementdetail?eventId=51362	200	Klik
52306	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=52306	http://web.archive.org/web/20191129192930/https://www.literatuurplein.nl/evenementdetail?eventId=52306	200	Klik
52306	https://www.literatuurplein.nl/evenementdetail?eventId=52306	http://web.archive.org/web/20191129203411/https://www.literatuurplein.nl/evenementdetail?eventId=52306	200	Klik
52545	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=52545	http://web.archive.org/web/20191129192937/https://www.literatuurplein.nl/evenementdetail?eventId=52545	200	Klik
52604	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=52604	http://web.archive.org/web/20191129192944/https://www.literatuurplein.nl/evenementdetail?eventId=52604	200	Klik
56416	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=56416	http://web.archive.org/web/20191129192951/https://www.literatuurplein.nl/evenementdetail?eventId=56416	200	Klik
57362	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=57362	http://web.archive.org/web/20191129192957/https://www.literatuurplein.nl/evenementdetail?eventId=57362	200	Klik
58392	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=58392	http://web.archive.org/web/20191129193004/https://www.literatuurplein.nl/evenementdetail?eventId=58392	200	Klik
58650	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=58650	http://web.archive.org/web/20191129193011/https://www.literatuurplein.nl/evenementdetail?eventId=58650	200	Klik
59174	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=59174	http://web.archive.org/web/20191129193019/https://www.literatuurplein.nl/evenementdetail?eventId=59174	200	Klik
60241	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=60241	http://web.archive.org/web/20191129193025/https://www.literatuurplein.nl/evenementdetail?eventId=60241	200	Klik
60996	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=60996	http://web.archive.org/web/20191129193039/https://www.literatuurplein.nl/evenementdetail?eventId=60996	200	Klik
61620	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=61620	http://web.archive.org/web/20191129193046/https://www.literatuurplein.nl/evenementdetail?eventId=61620	200	Klik
61952	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=61952	http://web.archive.org/web/20191129193053/https://www.literatuurplein.nl/evenementdetail?eventId=61952	200	Klik
63126	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=63126	http://web.archive.org/web/20191129193100/https://www.literatuurplein.nl/evenementdetail?eventId=63126	200	Klik
63664	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=63664	http://web.archive.org/web/20191129193107/https://www.literatuurplein.nl/evenementdetail?eventId=63664	200	Klik
64648	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=64648	http://web.archive.org/web/20191129193115/https://www.literatuurplein.nl/evenementdetail?eventId=64648	200	Klik
65475	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=65475	http://web.archive.org/web/20191129193129/https://www.literatuurplein.nl/evenementdetail?eventId=65475	200	Klik
66745	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=66745	http://web.archive.org/web/20191129193137/https://www.literatuurplein.nl/evenementdetail?eventId=66745	200	Klik
66935	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=66935	http://web.archive.org/web/20191129193144/https://www.literatuurplein.nl/evenementdetail?eventId=66935	200	Klik
66998	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=66998	http://web.archive.org/web/20191129193151/https://www.literatuurplein.nl/evenementdetail?eventId=66998	200	Klik
67060	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=67060	http://web.archive.org/web/20191129193158/https://www.literatuurplein.nl/evenementdetail?eventId=67060	200	Klik
67344	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=67344	http://web.archive.org/web/20191129193205/https://www.literatuurplein.nl/evenementdetail?eventId=67344	200	Klik
67867	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=67867	http://web.archive.org/web/20191129193213/https://www.literatuurplein.nl/evenementdetail?eventId=67867	200	Klik
68516	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=68516	http://web.archive.org/web/20191129193221/https://www.literatuurplein.nl/evenementdetail?eventId=68516	200	Klik
69362	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=69362	http://web.archive.org/web/20191129193228/https://www.literatuurplein.nl/evenementdetail?eventId=69362	200	Klik
69562	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=69562	http://web.archive.org/web/20191129193235/https://www.literatuurplein.nl/evenementdetail?eventId=69562	200	Klik
69665	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=69665	http://web.archive.org/web/20191129193242/https://www.literatuurplein.nl/evenementdetail?eventId=69665	200	Klik
69719	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=69719	http://web.archive.org/web/20191129193248/https://www.literatuurplein.nl/evenementdetail?eventId=69719	200	Klik
69733	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=69733	http://web.archive.org/web/20191129193256/https://www.literatuurplein.nl/evenementdetail?eventId=69733	200	Klik
69826	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=69826	http://web.archive.org/web/20191129193303/https://www.literatuurplein.nl/evenementdetail?eventId=69826	200	Klik
69829	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=69829	http://web.archive.org/web/20191129193310/https://www.literatuurplein.nl/evenementdetail?eventId=69829	200	Klik
69890	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=69890	http://web.archive.org/web/20191129193317/https://www.literatuurplein.nl/evenementdetail?eventId=69890	200	Klik
69967	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=69967	http://web.archive.org/web/20191129193323/https://www.literatuurplein.nl/evenementdetail?eventId=69967	200	Klik
70178	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=70178	http://web.archive.org/web/20191129193330/https://www.literatuurplein.nl/evenementdetail?eventId=70178	200	Klik
70182	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=70182	http://web.archive.org/web/20191129193337/https://www.literatuurplein.nl/evenementdetail?eventId=70182	200	Klik
70202	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=70202	http://web.archive.org/web/20191129193343/https://www.literatuurplein.nl/evenementdetail?eventId=70202	200	Klik
70210	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=70210	http://web.archive.org/web/20191129193350/https://www.literatuurplein.nl/evenementdetail?eventId=70210	200	Klik
70394	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=70394	http://web.archive.org/web/20191129193357/https://www.literatuurplein.nl/evenementdetail?eventId=70394	200	Klik
70460	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=70460	http://web.archive.org/web/20191129193404/https://www.literatuurplein.nl/evenementdetail?eventId=70460	200	Klik
70465	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=70465	http://web.archive.org/web/20191129193411/https://www.literatuurplein.nl/evenementdetail?eventId=70465	200	Klik
70656	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=70656	http://web.archive.org/web/20191129193417/https://www.literatuurplein.nl/evenementdetail?eventId=70656	200	Klik
70933	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=70933	http://web.archive.org/web/20191129193425/https://www.literatuurplein.nl/evenementdetail?eventId=70933	200	Klik
71078	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=71078	http://web.archive.org/web/20191129193432/https://www.literatuurplein.nl/evenementdetail?eventId=71078	200	Klik
71092	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=71092	http://web.archive.org/web/20191129193439/https://www.literatuurplein.nl/evenementdetail?eventId=71092	200	Klik
71185	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=71185	http://web.archive.org/web/20191129193455/https://www.literatuurplein.nl/evenementdetail?eventId=71185	200	Klik
71191	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=71191	http://web.archive.org/web/20191129193501/https://www.literatuurplein.nl/evenementdetail?eventId=71191	200	Klik
71251	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=71251	http://web.archive.org/web/20191129193508/https://www.literatuurplein.nl/evenementdetail?eventId=71251	200	Klik
71493	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=71493	http://web.archive.org/web/20191129193515/https://www.literatuurplein.nl/evenementdetail?eventId=71493	200	Klik
71621	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=71621	http://web.archive.org/web/20191129193543/https://www.literatuurplein.nl/evenementdetail?eventId=71621	200	Klik
71767	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=71767	http://web.archive.org/web/20191129193550/https://www.literatuurplein.nl/evenementdetail?eventId=71767	200	Klik
71830	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=71830	http://web.archive.org/web/20191129193558/https://www.literatuurplein.nl/evenementdetail?eventId=71830	200	Klik
72033	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=72033	http://web.archive.org/web/20191129193605/https://www.literatuurplein.nl/evenementdetail?eventId=72033	200	Klik
72595	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=72595	http://web.archive.org/web/20191129193613/https://www.literatuurplein.nl/evenementdetail?eventId=72595	200	Klik
72611	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=72611	http://web.archive.org/web/20191129193619/https://www.literatuurplein.nl/evenementdetail?eventId=72611	200	Klik
72684	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=72684	http://web.archive.org/web/20191129193627/https://www.literatuurplein.nl/evenementdetail?eventId=72684	200	Klik
72713	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=72713	http://web.archive.org/web/20191129193634/https://www.literatuurplein.nl/evenementdetail?eventId=72713	200	Klik
72842	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=72842	http://web.archive.org/web/20191129193650/https://www.literatuurplein.nl/evenementdetail?eventId=72842	200	Klik
73130	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=73130	http://web.archive.org/web/20191129193657/https://www.literatuurplein.nl/evenementdetail?eventId=73130	200	Klik
73191	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=73191	http://web.archive.org/web/20191129193704/https://www.literatuurplein.nl/evenementdetail?eventId=73191	200	Klik
73751	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=73751	http://web.archive.org/web/20191129193711/https://www.literatuurplein.nl/evenementdetail?eventId=73751	200	Klik
74067	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=74067	http://web.archive.org/web/20191129193718/https://www.literatuurplein.nl/evenementdetail?eventId=74067	200	Klik
75373	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=75373	http://web.archive.org/web/20191129193725/https://www.literatuurplein.nl/evenementdetail?eventId=75373	200	Klik
75511	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=75511	http://web.archive.org/web/20191129193732/https://www.literatuurplein.nl/evenementdetail?eventId=75511	200	Klik
75518	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=75518	http://web.archive.org/web/20191129193739/https://www.literatuurplein.nl/evenementdetail?eventId=75518	200	Klik
75566	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=75566	http://web.archive.org/web/20191129193745/https://www.literatuurplein.nl/evenementdetail?eventId=75566	200	Klik
75624	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=75624	http://web.archive.org/web/20191129193752/https://www.literatuurplein.nl/evenementdetail?eventId=75624	200	Klik
75714	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=75714	http://web.archive.org/web/20191129193759/https://www.literatuurplein.nl/evenementdetail?eventId=75714	200	Klik
75770	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=75770	http://web.archive.org/web/20191129193806/https://www.literatuurplein.nl/evenementdetail?eventId=75770	200	Klik
75770	https://www.literatuurplein.nl/evenementdetail?eventId=75770	http://web.archive.org/web/20191129203417/https://www.literatuurplein.nl/evenementdetail?eventId=75770	200	Klik
75991	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=75991	http://web.archive.org/web/20191129193814/https://www.literatuurplein.nl/evenementdetail?eventId=75991	200	Klik
76098	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=76098	http://web.archive.org/web/20191129193820/https://www.literatuurplein.nl/evenementdetail?eventId=76098	200	Klik
76370	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=76370	http://web.archive.org/web/20191129193834/https://www.literatuurplein.nl/evenementdetail?eventId=76370	200	Klik
76397	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=76397	http://web.archive.org/web/20191129193842/https://www.literatuurplein.nl/evenementdetail?eventId=76397	200	Klik
76399	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=76399	http://web.archive.org/web/20191129193848/https://www.literatuurplein.nl/evenementdetail?eventId=76399	200	Klik
77220	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=77220	http://web.archive.org/web/20191129193855/https://www.literatuurplein.nl/evenementdetail?eventId=77220	200	Klik
77502	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=77502	http://web.archive.org/web/20191129193902/https://www.literatuurplein.nl/evenementdetail?eventId=77502	200	Klik
77656	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=77656	http://web.archive.org/web/20191129193909/https://www.literatuurplein.nl/evenementdetail?eventId=77656	200	Klik
77719	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=77719	http://web.archive.org/web/20191129193938/https://www.literatuurplein.nl/evenementdetail?eventId=77719	200	Klik
77720	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=77720	http://web.archive.org/web/20191129193945/https://www.literatuurplein.nl/evenementdetail?eventId=77720	200	Klik
77725	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=77725	http://web.archive.org/web/20191129193951/https://www.literatuurplein.nl/evenementdetail?eventId=77725	200	Klik
78304	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=78304	http://web.archive.org/web/20191129193958/https://www.literatuurplein.nl/evenementdetail?eventId=78304	200	Klik
78916	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=78916	http://web.archive.org/web/20191129194005/https://www.literatuurplein.nl/evenementdetail?eventId=78916	200	Klik
79119	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=79119	http://web.archive.org/web/20191129194013/https://www.literatuurplein.nl/evenementdetail?eventId=79119	200	Klik
79422	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=79422	http://web.archive.org/web/20191129194020/https://www.literatuurplein.nl/evenementdetail?eventId=79422	200	Klik
79462	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=79462	http://web.archive.org/web/20191129194027/https://www.literatuurplein.nl/evenementdetail?eventId=79462	200	Klik
79541	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=79541	http://web.archive.org/web/20191129194039/https://www.literatuurplein.nl/evenementdetail?eventId=79541	200	Klik
79815	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=79815	http://web.archive.org/web/20191129194046/https://www.literatuurplein.nl/evenementdetail?eventId=79815	200	Klik
79985	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=79985	http://web.archive.org/web/20191129194053/https://www.literatuurplein.nl/evenementdetail?eventId=79985	200	Klik
79996	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=79996	http://web.archive.org/web/20191129194107/https://www.literatuurplein.nl/evenementdetail?eventId=79996	200	Klik
80265	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=80265	http://web.archive.org/web/20191129194114/https://www.literatuurplein.nl/evenementdetail?eventId=80265	200	Klik
80534	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=80534	http://web.archive.org/web/20191129194123/https://www.literatuurplein.nl/evenementdetail?eventId=80534	200	Klik
81002	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=81002	http://web.archive.org/web/20191129194131/https://www.literatuurplein.nl/evenementdetail?eventId=81002	200	Klik
81246	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=81246	http://web.archive.org/web/20191129194137/https://www.literatuurplein.nl/evenementdetail?eventId=81246	200	Klik
81342	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=81342	http://web.archive.org/web/20191129194144/https://www.literatuurplein.nl/evenementdetail?eventId=81342	200	Klik
81418	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=81418	http://web.archive.org/web/20191129194209/https://www.literatuurplein.nl/evenementdetail?eventId=81418	200	Klik
82164	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=82164	http://web.archive.org/web/20191129194216/https://www.literatuurplein.nl/evenementdetail?eventId=82164	200	Klik
82413	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=82413	http://web.archive.org/web/20191129194223/https://www.literatuurplein.nl/evenementdetail?eventId=82413	200	Klik
82450	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=82450	http://web.archive.org/web/20191129194230/https://www.literatuurplein.nl/evenementdetail?eventId=82450	200	Klik
82744	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=82744	http://web.archive.org/web/20191129194237/https://www.literatuurplein.nl/evenementdetail?eventId=82744	200	Klik
83684	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=83684	http://web.archive.org/web/20191129194244/https://www.literatuurplein.nl/evenementdetail?eventId=83684	200	Klik
83686	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=83686	http://web.archive.org/web/20191129194250/https://www.literatuurplein.nl/evenementdetail?eventId=83686	200	Klik
83795	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=83795	http://web.archive.org/web/20191129194257/https://www.literatuurplein.nl/evenementdetail?eventId=83795	200	Klik
83832	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=83832	http://web.archive.org/web/20191129194304/https://www.literatuurplein.nl/evenementdetail?eventId=83832	200	Klik
84241	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=84241	http://web.archive.org/web/20191129194311/https://www.literatuurplein.nl/evenementdetail?eventId=84241	200	Klik
84402	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=84402	http://web.archive.org/web/20191129194318/https://www.literatuurplein.nl/evenementdetail?eventId=84402	200	Klik
84403	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=84403	http://web.archive.org/web/20191129194325/https://www.literatuurplein.nl/evenementdetail?eventId=84403	200	Klik
84418	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=84418	http://web.archive.org/web/20191129194332/https://www.literatuurplein.nl/evenementdetail?eventId=84418	200	Klik
84436	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=84436	http://web.archive.org/web/20191129194338/https://www.literatuurplein.nl/evenementdetail?eventId=84436	200	Klik
84584	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=84584	http://web.archive.org/web/20191129194345/https://www.literatuurplein.nl/evenementdetail?eventId=84584	200	Klik
84585	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=84585	http://web.archive.org/web/20191129194352/https://www.literatuurplein.nl/evenementdetail?eventId=84585	200	Klik
84590	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=84590	http://web.archive.org/web/20191129194359/https://www.literatuurplein.nl/evenementdetail?eventId=84590	200	Klik
84598	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=84598	http://web.archive.org/web/20191129194406/https://www.literatuurplein.nl/evenementdetail?eventId=84598	200	Klik
84628	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=84628	http://web.archive.org/web/20191129194413/https://www.literatuurplein.nl/evenementdetail?eventId=84628	200	Klik
84795	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=84795	http://web.archive.org/web/20191129194421/https://www.literatuurplein.nl/evenementdetail?eventId=84795	200	Klik
84882	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=84882	http://web.archive.org/web/20191129194428/https://www.literatuurplein.nl/evenementdetail?eventId=84882	200	Klik
84919	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=84919	http://web.archive.org/web/20191129194435/https://www.literatuurplein.nl/evenementdetail?eventId=84919	200	Klik
85027	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=85027	http://web.archive.org/web/20191129194442/https://www.literatuurplein.nl/evenementdetail?eventId=85027	200	Klik
85223	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=85223	http://web.archive.org/web/20191129194449/https://www.literatuurplein.nl/evenementdetail?eventId=85223	200	Klik
85316	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=85316	http://web.archive.org/web/20191129194456/https://www.literatuurplein.nl/evenementdetail?eventId=85316	200	Klik
85595	https://www.literatuurplein.nl/evenementdetail.jsp?eventId=85595	http://web.archive.org/web/20191129194503/https://www.literatuurplein.nl/evenementdetail?eventId=85595	200	Klik
